"","Id2","TotalTotalPopulation","MaleTotalPopulation","FemaleTotalPopulation","M_5To14Years","F_5To14Years","M_15To17Years","F_15To17Years","M_18To24Years","F_18To24Years","M_15To44Years","F_15To44Years","M_18YearsAndOver","F_18YearsAndOver","M_MedianAge","F_MedianAge","M_Percent","F_Percent"
"117",959,48495,21846,26649,12.6,9.8,5.3,3.8,10.9,9.3,42.5,38.7,76,80.7,36,42,46,55
"118",960,1496,1479,17,0,0,3.7,0,24.7,0,84.4,64.7,96.3,100,32.2,37.6,99,2
"119",961,32691,16210,16481,8.6,9.4,3.4,3.7,11.5,9.8,46.3,35.7,82.9,83.1,37.4,45.8,50,51
"120",962,21717,9959,11758,16.2,14.7,5.6,4.8,10.7,10.1,40.4,39.6,71,75.1,33.3,36.2,46,55
"121",965,8988,4319,4669,12.5,10.9,4.3,3.5,10.4,11.9,40.7,40.7,74.4,80.6,31.7,38.7,49,52
"122",966,16371,7589,8782,12.9,11.1,4,3.4,11,7.2,42.1,34.3,78.7,81.5,39.1,45.3,47,54
"123",968,3532,1440,2092,2.4,4.5,1.9,3,2.8,4,30,27.7,93.9,88.2,54.1,59.3,41,60
"124",969,42756,20066,22690,13.2,11.1,4.3,3.6,10.2,8.3,41.6,37.8,76.1,81,36.8,42.4,47,54
"125",971,30410,14792,15618,11.9,11.7,4.3,4.4,10.8,8.7,42.9,38.1,80.9,78.4,39.3,41.4,49,52
"126",976,63387,30072,33315,16,12.4,4.8,4.2,9.8,9,41.7,40.5,72.2,77.3,34,38.5,48,53
"127",979,16248,7455,8793,7.6,9.4,2.8,2.9,8.3,8.4,39,32.8,86.5,83.2,45.2,47.6,46,55
"128",982,16216,7396,8820,12.2,11.6,3.3,2.4,11.3,8,40.8,33,79,81.9,38.5,46.4,46,55
"129",983,41590,18915,22675,15.8,11.2,4.2,3.9,9.5,10.1,38.2,39.8,72,79.7,34.3,39.5,46,55
"130",985,36507,17087,19420,13.8,11,4.8,4.6,10.8,9,40.8,38.9,75.5,80.5,37.2,41.6,47,54
"131",987,59324,27689,31635,15.2,12,6,4.1,11.1,9.9,45.2,42.3,73.5,78.2,33.8,37.8,47,54
"132",1001,17245,8001,9244,11.7,9.7,4.5,3.7,6.8,8.4,35.8,35.2,76.9,82.1,40.8,45.4,47,54
"133",1002,29266,14364,14902,8.1,6.3,2.1,3.8,45.1,40.9,63.7,60.4,86.6,87,22.7,23.3,50,51
"134",1003,11032,5225,5807,0.2,0.6,0.7,1.2,96,97,99.5,99.4,99.1,98.2,20,19.9,48,53
"135",1005,5356,2831,2525,17.4,11.2,8.1,5.3,9.3,7.4,40,36.3,70,79,39.2,44.3,53,48
"136",1007,14673,7341,7332,14.3,13.6,6.2,3.3,7.9,5.9,36,35.5,73.7,78.1,39.7,42.3,51,50
"137",1008,1144,583,561,13.4,8.4,3.9,5.5,7.9,8.7,32.1,29.8,81,81.8,46.7,47.9,51,50
"138",1009,716,338,378,13.3,11.4,5.6,9,0,2.6,37.6,41.8,81.1,76.5,43.9,44.1,48,53
"139",1010,3635,1697,1938,13.5,18.3,3.1,2.8,7.5,2,37.6,24.6,82.5,75.5,44.5,46.2,47,54
"140",1011,1414,712,702,15.6,13.2,2.9,4.8,7.3,3,32.4,32.9,78.8,75.8,44.2,43.3,51,50
"141",1012,577,307,270,16.9,7.4,6.8,3,8.8,8.5,30,27.8,74.9,87.8,50.2,51.6,54,47
"142",1013,22113,10905,11208,13.9,8.9,3.9,4.5,14,12.6,44.3,45.6,74.7,81.8,32.7,39.1,50,51
"143",1020,30571,15172,15399,11.6,9.6,4.5,2.6,6.3,7,36.1,34.9,77.6,83.1,41.3,45.7,50,51
"144",1022,2794,1204,1590,7.5,6,8.5,5.7,19.1,15.7,54.8,43.5,81.1,87.5,33.3,44.6,44,57
"145",1026,1057,526,531,7.8,8.1,9.1,8.5,4.2,2.8,29.8,37.1,77,80.6,48.6,45.7,50,51
"146",1027,17605,8588,9017,10.2,8.5,2.6,2.1,7.2,8.5,38.8,38.2,82.6,85.3,42.5,44.4,49,52
"147",1028,15816,7471,8345,13.4,14.1,4.3,3.1,6.9,5.9,32,28.7,76.4,78,44,46.6,48,53
"148",1029,596,334,262,7.8,8.8,3,4.2,0,6.5,12.6,27.1,86.5,85.1,53.4,49.7,57,44
"149",1030,11310,5615,5695,13.7,12.9,4.7,3.8,8.7,7.1,36.3,32.5,76.2,81.5,41.6,46.1,50,51
"150",1031,1484,753,731,10,10.8,4.8,5.2,12.4,5.1,40.5,35.7,80.2,78.7,37.8,43.8,51,50
"151",1032,570,264,306,3.8,5.6,3.4,6.9,3.4,0.3,41.7,32,89.4,79.7,45.5,49.7,47,54
"152",1033,6182,2848,3334,8.6,8.1,6.3,5.4,6.1,4.8,38.5,32.4,76.9,81.3,41.8,46.1,47,54
"153",1034,2174,1143,1031,15.6,10.6,4.6,4.4,9.7,8.2,31.5,32.1,76.7,81.9,44.9,47,53,48
"154",1035,5254,2421,2833,7.8,12.7,3.8,2,12,6.9,42.5,31.3,84.8,82.7,42.8,47.3,47,54
"155",1036,5129,2548,2581,13.5,10,6,2.8,9.3,8.3,26.5,31.6,77.8,84.2,48.7,48.1,50,51
"156",1037,624,357,267,2,7.1,10.6,12,19,0,35,24.3,87.4,80.9,53.4,54.2,58,43
"157",1038,2832,1309,1523,16.8,12.3,1.2,3.5,2.5,5.4,26.4,27.7,76.8,80.9,46.4,49.1,47,54
"158",1039,1566,750,816,5.5,6.1,1.9,2.5,12,5.4,42,27.8,91.3,85.2,47.6,51,48,53
"159",1040,40029,18583,21446,14,11.6,6,4.4,10.4,8.7,42.3,39.3,72.4,76.3,34.6,38.8,47,54
"160",1050,2548,1185,1363,12.1,21.2,5.3,3.2,6.1,3.8,32.7,32.1,73.2,71.2,42.7,40.1,47,54
"161",1053,1909,1011,898,15.6,11.6,6.4,4.6,0,2,22.8,20.5,76.7,83.9,50.2,52.3,53,48
"162",1054,1759,883,876,12,7.6,4.2,4.2,6.1,7,29.9,28.9,78.5,86.2,48.3,51.5,51,50
"163",1056,21247,10429,10818,10.8,11.8,3.9,2.6,8.3,5.4,39.2,31.6,81.5,81.1,43.1,46.5,50,51
"164",1057,8707,4296,4411,12.8,13.8,1.8,3.8,7.7,9.2,29.1,35.8,79.8,79.5,46.1,43.1,50,51
"165",1060,15026,6104,8922,11.1,6.6,3.4,1.9,8.5,28.1,44.4,56.2,81.8,88.7,37.8,30.2,41,60
"166",1062,11007,5266,5741,13.3,13.1,3.7,3.3,9.2,6,36.4,31.6,78,78.9,41.8,45.4,48,53
"167",1063,644,16,628,0,0,0,3.5,100,95.1,100,100,100,96.5,20.5,20.2,3,98
"168",1066,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1068,1839,889,950,13.8,15.5,4.8,2,8,8.8,32.2,31.5,78,77.9,45.6,44.3,49,52
"170",1069,8975,4372,4603,12,12.4,6.5,2.6,7.5,7,38.9,33,76,79.7,40,44,49,52
"171",1070,579,292,287,8.6,5.6,4.5,4.9,9.2,2.4,22.6,24,84.9,86.4,55.1,54.1,51,50
"172",1071,1401,737,664,12.9,13.9,3.5,2.4,3.9,4.4,32.7,30.9,78.7,77.9,44.8,43.7,53,48
"173",1072,1464,735,729,17.6,10.8,3.1,3.3,6.3,4,30.2,29.4,74.8,82.7,42.7,48.9,51,50
"174",1073,5878,2990,2888,14,13.7,5.2,1.7,7.4,5.7,35.7,31.6,75.3,80.2,40.1,45.1,51,50
"175",1074,56,48,8,0,0,0,0,0,0,100,0,100,100,NA,NA,86,15
"176",1075,17796,7014,10782,9.2,8.9,4.4,2.8,7.9,24,35.4,45.5,82.4,84.9,46,37.7,40,61
"177",1077,9552,4715,4837,15.2,13.5,2.8,3.3,11.5,9.2,36.9,34.9,79.6,80,41,43.9,50,51
"178",1079,495,223,272,7.2,0,0,11.4,13.5,2.2,60.5,33.5,92.8,88.6,33.8,52.3,46,55
"179",1080,2012,971,1041,8,13.8,1.8,5.2,7.9,10.2,37.9,37.3,85.2,77.6,44.3,43.1,49,52
"180",1081,1703,913,790,10.1,12.5,4.6,3.4,8.5,2.9,37,31.9,80,79.7,44.4,47.7,54,47
"181",1082,10318,5035,5283,14.7,10,4.6,2.9,8.7,5.5,33.6,30.5,75.7,81.9,42.2,47.5,49,52
"182",1083,3137,1498,1639,16.4,13.9,3.7,1.2,9.7,6.7,46.3,30.2,77.7,75.4,33.4,37.5,48,53
"183",1084,209,97,112,6.2,5.4,0,7.1,0,2.7,8.2,20.5,93.8,82.1,57.1,55.1,47,54
"184",1085,40721,19897,20824,12.1,11.8,3.8,3.8,12.8,13.7,41.3,39.5,77.7,79.5,37.9,40.7,49,52
"185",1086,1219,520,699,0,0,0,0,100,98.7,100,100,100,100,18.9,20,43,58
"186",1088,451,234,217,0,0,0,0,0,0,8.1,9.7,100,100,59.8,65.8,52,49
"187",1089,28498,14044,14454,12.6,10.6,4.9,4.5,9.5,8.6,40.9,39.5,75.5,80.3,35.9,42.1,50,51
"188",1092,1080,561,519,25.3,0.4,0,4.2,3.2,0.2,41,38,70.4,89,29.2,50,52,49
"189",1093,282,146,136,3.4,2.9,3.4,0,19.9,6.6,30.8,27.2,87.7,91.2,51.8,54.3,52,49
"190",1094,340,165,175,0,6.9,3.6,0,0,4.6,20.6,21.1,83.6,86.3,53.4,61.1,49,52
"191",1095,14344,6849,7495,11.3,13.1,4.9,6.1,10,5.7,31,26.5,79.1,77.7,47.2,48.7,48,53
"192",1096,2249,1059,1190,14.7,12.4,3.3,3.3,3.6,4.2,33.1,32.1,76.9,80.9,44.1,46.6,48,53
"193",1097,83,21,62,0,0,0,0,38.1,40.3,76.2,53.2,100,80.6,43.3,22.5,26,75
"194",1098,1081,511,570,9,10.5,1.8,1.6,4.1,5.6,27.8,23.3,85.5,85.3,51.4,53.6,48,53
"195",1103,2556,1262,1294,7.5,4.7,4.4,5.1,14.6,13.8,41.5,50.4,82.3,78.7,36.3,31.7,50,51
"196",1104,23083,10971,12112,13,14.4,6.5,5.4,12.8,7.8,43.1,38.2,72.6,73.3,33.1,36.6,48,53
"197",1105,12360,6128,6232,20.9,14.1,3.8,4.1,11.7,15.9,46.3,48.6,64.7,71.8,26.4,26.7,50,51
"198",1106,16018,7442,8576,15.1,12.2,6.1,5.5,7,7.8,30.5,31.8,74.3,76.3,44.6,45,47,54
"199",1107,11271,5443,5828,17.9,17.9,4.5,3.5,14.9,11.3,45.1,43,69.6,69.5,27.7,30.9,49,52
"200",1108,25755,12290,13465,18.8,14.9,6,5.5,11.2,10.8,43.9,44.5,67.4,73.5,27.9,34.3,48,53
"201",1109,31429,14866,16563,15.7,13.5,4.9,4.5,24.1,19.1,50.4,45.6,73.4,72.9,24.3,28.6,48,53
"202",1118,13722,6304,7418,14,11.2,5.2,3.9,7,6.9,38.6,37.9,75.8,79.6,38.9,41.1,46,55
"203",1119,13962,6596,7366,12.5,10.2,2,3.2,19.4,16.6,45.7,44.1,80.3,81.1,34.2,36,48,53
"204",1128,2468,1345,1123,2.8,9.3,4.6,2,16.7,5.3,42.8,31.3,87.4,86.7,44.6,49,55,46
"205",1129,7505,3545,3960,15.4,12.2,7,4.4,7.4,6.4,38.1,39.4,68.5,79.6,32.7,40.6,48,53
"206",1151,9134,4366,4768,22,17.1,4.4,6.3,9.3,10.5,37.4,46.4,63.1,69.5,31.2,30.4,48,53
"207",1199,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",1201,45887,21351,24536,11.6,9.8,3.6,4.2,8.8,6.9,37.1,34,79.2,80.6,41.3,45.7,47,54
"209",1220,8586,4217,4369,16.2,8.1,5.1,4.1,7.9,8.1,34.3,35.4,75,82.2,40.9,45.3,50,51
"210",1222,805,394,411,4.8,7.8,5.3,6.8,3.8,3.2,35.8,36,83.8,79.1,47.2,41,49,52
"211",1223,2346,1108,1238,6.2,10.5,2.3,3.3,8,4.6,32.7,25.3,87.5,83.6,50.9,50.4,48,53
"212",1224,322,166,156,28.3,32.7,0,8.3,27.7,11.5,44.6,37.8,71.7,59,23.6,23.8,52,49
"213",1225,3059,1424,1635,18.3,8.4,5.3,8,2.6,7.7,26.4,34.3,73,80.2,46.1,47.7,47,54
"214",1226,6981,3726,3255,11.2,10.4,6.1,2.2,11.9,5,35.6,24.5,79.1,82.4,44.8,49.5,54,47
"215",1229,111,25,86,0,38.4,0,0,0,0,80,25.6,100,61.6,39.6,38.8,23,78
"216",1230,8200,4053,4147,8.6,10.9,4.5,3.8,11.9,10.9,37.5,32.2,83.8,83.8,45.8,49.7,50,51
"217",1235,3032,1620,1412,13.3,16.9,3.3,2.8,6,5.7,28.1,33.2,77.5,77.9,46.6,42.7,54,47
"218",1236,1631,725,906,14.2,9.7,9.5,4.5,12,4.2,45.5,31,69.5,85.4,30.5,47.6,45,56
"219",1237,2509,1382,1127,16.1,11.9,6.3,6.1,7.7,5.8,38.7,34.8,76.2,80.2,37.7,46.6,56,45
"220",1238,6198,2976,3222,4.8,12.8,3.4,4.5,9.4,9.8,36,37.4,85.5,80.7,47.1,44.3,49,52
"221",1240,4818,2175,2643,11.6,16.7,5,3.3,7.5,2.1,30.9,17.9,77.6,77.3,48.1,55.9,46,55
"222",1242,155,84,71,17.9,0,0,0,1.2,2.8,1.2,47.9,82.1,100,63.7,53.1,55,46
"223",1243,345,189,156,8.5,3.8,3.7,0,4.2,0,20.6,20.5,84.1,94.2,55.6,54.8,55,46
"224",1244,150,73,77,17.8,0,0,0,0,0,4.1,28.6,76.7,100,60.3,60.3,49,52
"225",1245,726,371,355,7,14.1,2.2,3.7,2.7,4.5,24.8,25.4,87.3,79.2,54.7,51.2,52,49
"226",1247,16025,7846,8179,8.6,7,3,3.1,15.5,14.3,43.5,41,82.1,84,40.2,42.3,49,52
"227",1253,742,359,383,5.8,13.3,5,1.6,5.8,5.5,27.6,21.1,83.6,79.4,49.9,47.8,49,52
"228",1254,997,461,536,9.8,11.2,2.4,4.5,7.4,4.3,21.5,26.3,83.9,82.6,54.8,51.9,47,54
"229",1255,930,480,450,11.7,11.3,2.3,3.6,6.7,5.6,29.4,29.8,82.5,78.7,48.6,47.1,52,49
"230",1256,675,355,320,7.6,15.9,7,2.5,4.8,1.9,35.5,34.7,81.4,78.4,47.6,42,53,48
"231",1257,2183,1088,1095,9.6,13.2,4.9,4,3,5.8,30.5,23.7,83.5,80.2,48.8,49.8,50,51
"232",1258,304,126,178,0,3.9,1.6,5.1,3.2,5.1,16.7,19.7,98.4,89.3,59.5,61.4,42,59
"233",1259,613,322,291,10.6,8.9,2.8,3.8,9,3.4,23,18.9,81.7,87.3,51.4,52.4,53,48
"234",1260,240,167,73,0,13.7,26.3,0,13.8,0,40.1,42.5,67.7,86.3,46.2,44.8,70,31
"235",1262,1257,557,700,15.4,8.1,1.3,0,13.3,10.7,26.4,32.9,83.3,87.6,49.1,50.2,45,56
"236",1264,167,65,102,9.2,2,4.6,0,7.7,1,23.1,8.8,86.2,98,56.2,74.5,39,62
"237",1266,1433,668,765,11.2,8.5,1.6,2.5,6.3,11.5,21.3,27.5,85.9,84.3,55.2,54.3,47,54
"238",1267,7985,3586,4399,9.8,8,4.5,2.7,21.6,28.4,41.2,45.8,81.8,85.9,40.5,37.3,45,56
"239",1270,806,407,399,14,14.5,4.7,6.5,8.8,6.5,25.8,25.6,80.1,77.7,49.4,48.9,51,50
"240",1301,17806,8630,9176,11.4,7.2,3.8,3.7,6.9,8.1,38.1,38.1,78.3,83.6,41.1,44.6,49,52
"241",1330,1540,721,819,13,8.5,2.5,5.5,5.3,5,29.7,27.8,78.8,83.9,46.3,51.4,47,54
"242",1331,13383,6949,6434,14.2,14.4,4.5,4.5,9.2,7.2,38.2,35.5,76.1,78,39.6,42.9,52,49
"243",1337,2609,1293,1316,15.2,10,4.2,3.6,5,3.9,30.4,25.1,79.4,81.8,48.2,50,50,51
"244",1338,169,93,76,0,0,0,0,15.1,0,34.4,18.4,92.5,100,50.3,64.3,56,45
"245",1339,1597,783,814,9.2,9.1,6.6,1.7,9.5,8.1,28.9,30.8,78.7,86,49.4,50.5,50,51
"246",1340,1784,907,877,6.5,13.3,3.7,3.2,6,4,36.7,29.4,84.6,79.1,45.7,47.3,51,50
"247",1341,1605,737,868,13,11.9,0.9,3.5,9,7.5,29.6,27.5,84.3,80.9,48.1,47.9,46,55
"248",1342,1506,696,810,14.9,21.1,3.7,2.8,6.5,7.2,31,33.7,77.7,73.1,45.1,41.2,47,54
"249",1343,76,37,39,0,12.8,0,0,16.2,7.7,24.3,7.7,91.9,87.2,57,59.5,49,52
"250",1344,1526,757,769,13.5,18.5,4.4,4.4,7.9,4.8,42.7,37.8,75.8,74.4,36.9,39.7,50,51
"251",1346,448,225,223,6.7,8.5,1.8,0,8.9,4,28.4,20.2,87.1,89.7,50.9,56.4,51,50
"252",1347,93,20,73,0,0,0,0,0,13.7,55,52.1,100,80.8,39.9,37.4,22,79
"253",1349,844,346,498,4.9,7.2,2.3,5.6,12.7,17.1,35.8,34.1,92.8,86.1,53.4,51.5,41,60
"254",1350,117,55,62,12.7,11.3,0,0,16.4,1.6,34.5,43.5,81.8,88.7,42.3,41,48,53
"255",1351,2253,1106,1147,10.6,6.4,9,7.2,9,5.3,40.2,35.4,77.1,83.3,43.9,49,50,51
"256",1354,1532,745,787,8.3,10.9,3.1,0.9,7.5,13.1,32.6,31.9,86.4,84.9,48,47.7,49,52
"257",1355,990,487,503,7.8,17.9,7,2.4,10.1,3.4,39.6,28.8,77.6,76.1,40.8,44.5,50,51
"258",1360,3033,1645,1388,15.2,10.9,4.9,2.3,5.8,5.4,32.4,30.5,76.4,83.6,43.8,45.8,55,46
"259",1364,7960,4067,3893,14.4,15.2,5.9,3.8,9,4.9,37.8,32.3,74.9,76.7,37.5,43.1,52,49
"260",1366,1294,625,669,4.8,9.4,8.2,2.5,16.6,7.9,38.9,21.8,84.3,83.9,47.4,52.1,49,52
"261",1367,590,300,290,15.3,17.6,2.7,5.2,4,3.1,28,27.9,74,72.1,42.8,44,51,50
"262",1368,1161,576,585,7.3,10.1,3.6,4.1,7.6,6.7,36.1,36.8,82.8,78.8,46.2,42.9,50,51
"263",1370,4113,1933,2180,7.5,8.9,5.3,2.4,6.3,6.2,33.3,29.9,79.6,85.8,45.5,48.9,47,54
"264",1373,4441,2017,2424,7.6,10.8,4.7,2.9,10.8,7.3,36,28.7,82.4,78.1,46.1,46.7,46,55
"265",1375,3692,1933,1759,7.6,5.6,0.5,4.6,30.1,30.1,53.7,56.7,87.9,86.7,27,26.8,53,48
"266",1376,5513,2575,2938,14.3,12.2,2,5.2,7.1,5.7,34.2,37.5,79.1,77.2,41.9,41.9,47,54
"267",1378,639,296,343,8.8,4.1,0,4.4,8.1,1.5,24,19.5,90.5,88.9,54.1,56.5,47,54
"268",1379,957,482,475,10,5.5,3.5,1.3,4.6,2.1,26.3,30.5,84.4,88.8,52.3,48.7,51,50
"269",1420,40358,20477,19881,13.8,10,3.1,3.3,16.1,12.7,43.7,42.9,75.8,80.7,31.9,38.5,51,50
"270",1430,6119,3154,2965,13.4,12.8,4.9,5.7,9.1,6.5,37.5,34.2,75.8,78.5,39.9,45,52,49
"271",1431,3114,1499,1615,12.5,13.7,6.7,2.4,6.7,7.4,31.6,32.8,75.9,78.9,45.3,44.4,49,52
"272",1432,7061,3485,3576,9.2,8.3,5.1,4.2,6.3,6,38.2,43.1,79.6,84.2,43.4,43.2,50,51
"273",1434,1702,1501,201,6.4,3.5,3.4,18.9,13.7,12.9,54.9,70.6,89.9,77.6,39.5,40.9,89,12
"274",1436,3838,1534,2304,8.5,12.4,3.5,5.2,8,7.1,38.6,34.8,83.4,72.2,44.5,39.6,40,61
"275",1438,359,103,256,0,35.2,0,0,9.7,4.7,9.7,21.1,100,64.8,60.6,40.6,29,72
"276",1440,20388,10309,10079,11.9,10.5,5.2,3.1,8.7,8.4,41.6,39.2,77.9,80.9,39.2,41.8,51,50
"277",1450,10842,5583,5259,18.8,16.5,8.3,3,8.3,6.4,34.4,28.5,69.5,76.6,40.8,45.4,52,49
"278",1451,4964,2546,2418,17.9,15.7,8.2,6.5,6.4,6,26.3,27.8,72.5,73.6,47.7,46.1,52,49
"279",1452,4398,2210,2188,12.9,15.4,7.4,7.6,7.7,6.2,34.9,34.6,77.3,76,44.8,44.5,51,50
"280",1453,41002,19927,21075,11.9,12.1,3.2,4.1,9.1,8.1,39.1,38,80,78.4,41.2,41.1,49,52
"281",1460,9038,4322,4716,13.4,13.6,5.4,4.7,8.9,5.1,34.8,31.2,76.4,75.9,43.5,44.7,48,53
"282",1462,10549,5121,5428,13.6,14.4,2.8,4.7,6.5,7,33.3,31.9,79,76.3,44,44.4,49,52
"283",1463,11645,5810,5835,13.9,17.4,4.8,5,10.4,8,34.9,34.5,76.7,75.4,42,43.6,50,51
"284",1464,7435,4466,2969,5.3,14.9,5.1,6.1,6,6.5,53.8,36.8,84.9,74.3,37.9,41.2,61,40
"285",1467,398,207,191,17.9,14.7,0,6.3,0,6.8,23.2,45.5,71.5,67.5,43.4,37.8,53,48
"286",1468,3710,1952,1758,10.8,11.4,5.3,6.5,4.8,7.4,35.6,40,80.7,79.5,45.2,43,53,48
"287",1469,7044,3458,3586,14.6,14.1,2.2,3.9,6.4,5.5,35.9,33.9,76.7,73.1,39.9,40.7,50,51
"288",1473,7320,3756,3564,16.3,12,4.6,4.5,8,6.3,33.7,35,76.3,78.4,44,43.6,52,49
"289",1474,1993,1064,929,13.9,9.6,5.3,5,16.3,4.3,33,35.6,73.1,84.3,39.4,45.7,54,47
"290",1475,10386,5487,4899,16,9,4.3,4.5,6.3,5.5,34,31.4,74.1,79.9,41.6,46.6,53,48
"291",1501,16089,7496,8593,14.1,11.1,2.8,5.2,9,8.8,35.4,35.6,77.9,80,43.2,44.8,47,54
"292",1503,2886,1466,1420,11.7,15.4,2.6,4.2,7.3,5.4,35.7,30.4,82.9,77.9,44.8,46.2,51,50
"293",1504,9035,4323,4712,13.8,11.1,8.7,5.7,8.4,10.1,41.3,37.8,72.3,80.9,38.4,43.8,48,53
"294",1505,4366,2258,2108,13,14.4,6,4,9.2,4.4,32.2,32.9,75.6,78.4,44.4,44.8,52,49
"295",1506,3382,1679,1703,14.5,8,2.1,6.6,4,4.6,32.5,41.2,77.7,81.6,43.7,43,50,51
"296",1507,13034,6649,6385,13.9,15.2,5.1,3.4,8.9,6.7,35.8,34.7,75,78.2,41.8,42.9,52,49
"297",1510,13634,6530,7104,11,8.1,4.8,3.4,11.9,8.2,42.9,36.6,79.5,81.4,39.1,43.5,48,53
"298",1515,2253,1074,1179,11.9,10.9,5.5,4.7,8.2,12.8,34.1,43,80,80.2,46.4,41.7,48,53
"299",1516,8575,4610,3965,19.4,14.3,7.7,1.8,7.8,5,37.2,33.5,69,78.1,36.3,43.1,54,47
"300",1518,2689,1226,1463,15.4,9,2.4,2.1,8.8,2.1,32.1,30.6,71.2,81.1,39.3,46.9,46,55
"301",1519,6514,3427,3087,19.9,15,2.7,2.1,7.4,6.5,35.8,37.2,70.8,77,36.6,40.4,53,48
"302",1520,14354,7141,7213,16.4,13.7,4.1,3.8,8.6,5,33.2,32.9,74.3,77.5,41.3,43.5,50,51
"303",1521,2442,1312,1130,11.3,12.6,4.3,1.2,11.1,9.1,39,37.4,81.2,84.3,42,44.4,54,47
"304",1522,3145,1486,1659,13.3,12.5,4.5,7.2,7.8,9.8,34.4,40.3,74.6,77.4,40.7,41.5,48,53
"305",1523,7680,4395,3285,10.5,13.7,5.4,5.3,13.7,7,50.2,36.1,82.6,77.6,33.7,43.9,58,43
"306",1524,6940,3234,3706,13.9,11.6,2.3,3.4,12,11.5,40.4,40.7,77.8,81.8,38.4,39.6,47,54
"307",1525,145,87,58,0,44.8,0,0,0,0,43.7,22.4,100,55.2,49.4,32.2,60,40
"308",1527,13264,6367,6897,12.1,9,6.2,3.7,6.4,10,37.5,40.9,77.2,82.3,43.1,42.9,49,52
"309",1529,3197,1583,1614,16.3,15,7.3,5.8,8.5,7.4,39.1,42.2,69,74.5,38.2,38.1,50,51
"310",1531,1053,498,555,11.6,17.8,2.8,8.1,5.8,6.3,31.9,34.4,78.1,68.5,42.9,39,48,53
"311",1532,14529,7294,7235,16.8,15.8,5.1,4,9.6,6.9,36.6,34,73.6,74.9,40.6,42.2,51,50
"312",1534,5299,2508,2791,15.4,15.1,6.7,7.8,4.9,5.9,32.1,35.7,71,68.1,40.2,36.3,48,53
"313",1535,4706,2391,2315,13.3,13.1,4.6,3.2,12.3,8.6,38.4,32.8,74.8,79.9,39.9,45.1,51,50
"314",1536,7042,3459,3583,11.3,10.9,6.9,3.2,11.4,9.8,42.4,39.4,76.6,81.7,38.8,42.1,50,51
"315",1537,2458,1300,1158,11.3,7.3,4.7,6,6.3,7.8,45.5,42.6,71.7,78,38.9,40.1,53,48
"316",1540,11148,5452,5696,14,11.5,3.4,4.9,8,8.1,36.1,37,73.8,78.5,37.2,42.2,49,52
"317",1541,3424,1744,1680,12.3,18.1,5.2,4.9,4.7,3.1,31.2,27.3,73.8,72.3,42.8,44.8,51,50
"318",1542,1782,854,928,15.8,10.8,2.8,8.1,6.1,7.1,34.3,33.6,79.7,78.7,43.3,47.4,48,53
"319",1543,8075,4318,3757,17.4,18.4,6.1,1.9,8.2,7,39.3,36.4,71.4,75.5,40.2,40.5,54,47
"320",1545,35575,17532,18043,15.3,14.3,6.3,4.9,8.7,6.4,40.2,38.4,72.8,75.1,38.3,40.1,50,51
"321",1550,16741,7933,8808,13.7,10.7,5,4.2,11.2,8.7,41.3,38.7,73.6,77.8,35.9,39.6,48,53
"322",1560,4531,2132,2399,13.4,17.7,4.5,3.4,5.4,10.5,40.2,47.4,66.7,71.7,34.9,31.9,48,53
"323",1561,174,95,79,0,0,15.8,0,28.4,65.8,51.6,93.7,84.2,100,37.8,21.8,55,46
"324",1562,11733,5757,5976,13.5,11.6,2.2,2.3,7.1,8.6,37.9,35,77.9,76.7,38.4,40.1,50,51
"325",1564,7839,3743,4096,12.8,14.4,4.5,4.8,5.5,3.5,30.5,31.5,75.6,74.5,44.7,43.9,48,53
"326",1566,6617,3214,3403,15,13.4,3.7,6.3,4.9,5.2,32.1,35.4,74.3,76.8,43.1,43.4,49,52
"327",1568,7431,3565,3866,18.7,15.3,5.2,5.1,5.8,6.2,32.9,34.2,70.9,73.3,40.3,41.9,48,53
"328",1569,13559,6663,6896,11.5,12.9,5.5,4.8,8.9,6.3,41.4,32.6,77.1,75.6,38.8,43.5,50,51
"329",1570,16782,7842,8940,12.6,9.9,3.8,4.4,8.5,7.5,38.2,40.1,79,80.8,40.5,42.2,47,54
"330",1571,11445,6002,5443,15.8,16.7,5.8,5.3,16,11.9,44.9,41.2,74.6,75,34,39.3,53,48
"331",1581,18371,8909,9462,14,15.3,5.2,3.8,4.6,5.1,38.1,33.9,74.4,74.5,40.2,41.1,49,52
"332",1583,7698,4743,2955,7,14.3,3.8,5.1,13.9,4.6,55.8,32.2,85.2,79.1,36.2,46.8,62,39
"333",1585,4646,2326,2320,12.3,11.3,2.8,1.3,11.1,12.6,33.2,35,81,83.4,46.2,44.6,51,50
"334",1588,10350,4972,5378,12.9,14,2.6,3.6,9.4,8.8,38.1,40.5,75.3,77.6,37.8,39.9,49,52
"335",1590,8943,4345,4598,18.1,15,4.3,5.5,5.3,10,28.5,38.2,73.3,73.7,44.7,38.8,49,52
"336",1602,23707,11191,12516,12.6,10,3.8,2.7,11.1,11.7,40.6,38.6,76.8,81.9,38.7,41,48,53
"337",1603,19385,9496,9889,9.7,13.1,3.7,4,12.7,10.9,46.4,41,79.9,77.8,34.9,37.5,49,52
