"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"16681",49922,NA,NA,33958,23750,35139,14375,47917,20000,NA,NA
"16682",49925,NA,NA,31705,9375,31250,15179,44167,42500,NA,NA
"16683",49927,21250,NA,21250,9688,13750,13750,28750,NA,NA,NA
"16684",49929,6667,NA,NA,28333,27750,NA,NA,NA,NA,NA
"16685",49930,5875,12404,22279,23000,24013,26055,44191,37083,57679,46116
"16686",49931,21146,NA,21417,20417,38462,22442,25982,19583,62604,59408
"16687",49934,NA,NA,25000,23000,21979,28558,NA,28409,NA,NA
"16688",49935,30625,NA,31736,15350,36250,20451,42115,34205,50147,47188
"16689",49938,25625,NA,22292,13553,25443,19840,46875,32250,42813,50313
"16690",49942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16691",49945,13750,11250,22679,16742,28750,14279,38438,19464,52000,35893
"16692",49946,29219,12232,31743,24444,43224,23438,45357,36406,75833,61250
"16693",49947,7031,NA,12500,7292,4107,17813,45625,50625,6250,3750
"16694",49948,41250,NA,25500,14464,49167,23182,NA,9375,NA,NA
"16695",49950,22955,NA,24141,25114,33417,23750,31250,13125,49250,70972
"16696",49952,NA,NA,NA,28438,31875,NA,NA,NA,NA,NA
"16697",49953,17411,NA,30375,19659,39531,26818,30096,57708,58676,49250
"16698",49955,NA,NA,NA,24063,29300,NA,NA,NA,NA,NA
"16699",49958,NA,NA,21500,24688,23750,32045,46923,11576,48214,45568
"16700",49959,NA,NA,20938,20833,33611,21458,NA,NA,NA,NA
"16701",49960,NA,NA,9250,13125,58333,36250,NA,NA,NA,NA
"16702",49961,NA,NA,NA,NA,31875,43393,NA,NA,NA,NA
"16703",49962,NA,NA,5417,NA,NA,9375,NA,NA,NA,NA
"16704",49963,NA,11583,24196,28125,15781,22500,41071,33500,NA,NA
"16705",49965,NA,NA,30833,14583,52917,14167,55000,16875,85208,43750
"16706",49967,16250,NA,26250,7188,43750,22813,8750,46500,53750,61250
"16707",49968,22841,NA,18355,17727,29125,15208,50063,34167,66667,42000
"16708",49969,12969,NA,25000,14330,28281,19722,44167,66875,NA,34821
"16709",49970,NA,NA,29500,14028,75250,16406,NA,NA,NA,NA
"16710",49971,33750,NA,22500,26250,41875,11875,39688,NA,NA,NA
"16711",50001,35592,NA,20625,30000,11932,26445,37321,45469,NA,60972
"16712",50002,NA,NA,32411,21071,36328,15234,48125,17083,NA,31250
"16713",50003,28438,26028,33563,30901,49970,31318,67321,46950,87708,61750
"16714",50005,15313,NA,30313,10625,38750,43281,16250,33523,NA,NA
"16715",50006,39219,13125,40114,19306,42321,21667,44219,14250,NA,62679
"16716",50007,58750,NA,42292,36607,31500,27083,32159,52083,64063,64375
"16717",50008,NA,NA,25417,11382,30000,16250,NA,40341,NA,NA
"16718",50009,21875,25066,36402,27952,47308,35048,60617,43560,70643,52240
"16719",50010,42661,3848,32208,20958,32116,26318,46677,32328,55577,42176
"16720",50011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16721",50012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16722",50014,22222,NA,31818,28000,35833,28520,43000,31559,81117,53116
"16723",50020,23333,3333,30956,14886,40625,25667,43295,39318,42083,60714
"16724",50021,22188,28438,40625,26071,47325,31285,67978,43633,77379,53468
"16725",50022,25043,22000,31227,17017,38333,23938,33804,37417,70069,58088
"16726",50023,30325,37765,36408,25452,53024,33123,61907,40363,80000,54046
"16727",50025,11641,NA,37969,14750,50172,32909,44148,46071,27917,51944
"16728",50026,30000,NA,33125,32500,29444,25179,15536,NA,NA,NA
"16729",50027,10625,NA,21125,18750,16667,15417,NA,NA,NA,NA
"16730",50028,31364,NA,47000,31510,40417,34766,59167,46875,34063,34583
"16731",50029,53125,NA,25859,15714,38750,31071,32188,42361,NA,27171
"16732",50032,NA,NA,33550,NA,NA,NA,NA,NA,NA,NA
"16733",50033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16734",50034,NA,NA,23375,17500,35938,30694,51250,53958,NA,NA
"16735",50035,50341,NA,34141,21442,55122,34018,59833,45349,11806,50000
"16736",50036,22045,11667,35077,19119,44280,24239,58750,32333,72000,62632
"16737",50038,NA,NA,NA,NA,56250,11250,NA,NA,NA,NA
"16738",50039,NA,NA,30893,20200,55313,26250,NA,NA,NA,NA
"16739",50041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16740",50042,NA,NA,35000,24375,38750,18462,NA,NA,NA,NA
"16741",50044,31250,17813,31000,15329,25833,13594,NA,NA,NA,NA
"16742",50046,25625,NA,34643,16944,45250,26581,77143,43333,212656,115486
"16743",50047,23036,NA,38191,14167,40625,35708,55510,42308,76042,59200
"16744",50048,7143,NA,35781,13819,42143,33929,58125,31806,NA,NA
"16745",50049,21563,11538,33942,20608,42235,20524,54226,38681,70139,74583
"16746",50050,NA,NA,31875,17250,49167,32083,53500,6250,18333,80833
"16747",50051,NA,NA,90694,26186,42500,25750,NA,NA,NA,NA
"16748",50052,NA,NA,29479,19205,NA,40250,NA,NA,NA,NA
"16749",50054,12396,NA,33533,24688,44722,24028,17206,51042,98125,46875
"16750",50055,NA,NA,23491,21771,36250,35208,54750,39375,NA,58750
"16751",50056,40417,19464,39063,32692,40855,25208,51458,41250,78125,58269
"16752",50057,NA,NA,46071,NA,NA,NA,NA,NA,NA,NA
"16753",50058,8021,NA,32500,21389,44750,29091,51250,31071,12813,24583
"16754",50060,35417,25833,32063,22344,48125,32292,77500,22500,64688,51806
"16755",50061,NA,NA,38750,38750,64792,38194,91146,51304,87059,78125
"16756",50062,NA,NA,41071,20769,40625,21477,29219,40000,NA,NA
"16757",50063,17188,NA,45156,19417,43878,31865,52500,42656,101000,43897
"16758",50064,NA,NA,20833,NA,NA,5625,NA,NA,NA,NA
"16759",50065,26250,16667,55341,18125,48750,27083,NA,4750,NA,NA
"16760",50066,23750,NA,26875,18750,33750,17188,21250,NA,NA,NA
"16761",50067,40938,16250,53125,25625,60625,18750,24444,NA,NA,NA
"16762",50068,40833,NA,23250,12917,34694,18426,NA,NA,NA,NA
"16763",50069,12417,16250,36875,22667,42198,41765,15536,33500,NA,41250
"16764",50070,33125,NA,37692,29821,52303,36125,56250,15729,4773,32361
"16765",50071,NA,NA,38281,11250,33393,18750,60000,25625,NA,53750
"16766",50072,52734,NA,36875,24050,49286,32768,58000,42404,46607,22188
"16767",50073,NA,NA,30938,17750,53523,31544,61250,41136,NA,66042
"16768",50074,NA,NA,36607,15250,21705,5417,NA,NA,110938,NA
"16769",50075,NA,NA,31042,19375,43269,27031,58167,29750,NA,58000
"16770",50076,26875,NA,34702,18068,48750,17344,52083,37083,NA,NA
"16771",50078,NA,NA,NA,NA,50417,32500,NA,NA,NA,NA
"16772",50101,NA,NA,38125,NA,49167,15417,NA,NA,NA,NA
"16773",50102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16774",50103,10875,NA,22500,7500,37583,26544,63500,NA,NA,NA
"16775",50104,NA,NA,43438,NA,43125,26042,NA,24250,NA,NA
"16776",50105,28125,NA,38177,26932,47500,20446,54688,41875,73750,50833
"16777",50106,35104,NA,37986,14643,50278,38333,76875,29563,NA,NA
"16778",50107,31250,18393,32500,17386,38393,29063,46250,11625,73333,NA
"16779",50108,22188,NA,32917,33608,31125,16875,63333,26667,NA,NA
"16780",50109,NA,NA,50682,17250,50347,41289,54327,41793,87750,70000
"16781",50111,NA,NA,45221,25545,42165,36066,58309,44384,90391,52857
"16782",50112,25217,11406,30497,22236,44861,26076,63105,34050,70417,65208
"16783",50115,16667,16667,28355,12226,44427,25000,60909,35000,74167,43333
"16784",50116,NA,NA,23750,11538,31250,NA,NA,NA,NA,NA
"16785",50117,NA,NA,27500,18977,NA,28750,NA,NA,NA,NA
"16786",50118,50625,20893,31528,43281,50833,32321,55000,33333,NA,NA
"16787",50119,4167,NA,33393,17981,52500,15208,NA,NA,NA,NA
"16788",50120,31750,NA,NA,33056,50278,39375,39583,60417,NA,NA
"16789",50122,48523,NA,35714,14333,40833,28036,60500,43409,36250,43625
"16790",50123,NA,NA,30625,22813,33750,20972,122639,41750,NA,27750
"16791",50124,NA,NA,42008,28542,34292,30938,66295,48177,93304,85104
"16792",50125,22500,6875,39006,25611,41806,30199,55135,44010,63289,52661
"16793",50126,33810,4138,37602,12356,36314,22623,60000,40854,95625,55515
"16794",50127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16795",50128,28125,26250,29583,63558,33214,26250,NA,11250,NA,NA
"16796",50129,17778,9155,26563,24388,43484,24115,58036,32083,47500,47321
"16797",50130,21250,13750,34583,17083,58203,37857,60375,34000,97969,60368
"16798",50131,26984,26192,36829,24409,48796,37813,76942,51392,112962,60093
"16799",50132,NA,NA,29500,7143,41705,26875,NA,NA,NA,NA
"16800",50133,30714,NA,17969,17813,34688,31333,NA,NA,NA,NA
"16801",50134,NA,NA,40893,26250,56250,24655,47500,34306,NA,59583
"16802",50135,18889,NA,28333,20781,48214,21250,55938,17500,NA,NA
"16803",50136,NA,NA,40625,21696,55000,36071,18750,38125,NA,NA
"16804",50138,29257,9500,42306,21149,37083,25643,62688,40548,44286,51250
"16805",50139,25625,NA,30147,34881,45625,29583,42500,45547,NA,46250
"16806",50140,20938,11786,42222,21711,28281,21705,33125,34615,41101,36136
"16807",50141,43125,NA,45395,23281,46250,31719,NA,18684,NA,39821
"16808",50142,21389,NA,44063,29327,38333,26042,58594,40833,50000,58542
"16809",50143,26364,NA,40000,21250,48750,9375,106528,12500,NA,NA
"16810",50144,23603,13000,29063,18750,31800,21250,55417,39500,NA,36607
"16811",50146,NA,NA,42222,20833,46250,43750,73750,52000,NA,NA
"16812",50147,19688,NA,24219,50625,36250,25625,NA,43750,NA,45833
"16813",50148,22500,NA,27083,22344,23438,27250,NA,NA,NA,NA
"16814",50149,37083,22000,43173,11477,50083,17132,NA,62917,NA,NA
"16815",50150,31250,NA,32361,9394,48750,28750,NA,43125,NA,NA
"16816",50151,28707,NA,24500,15938,85721,28056,52639,22083,NA,NA
"16817",50153,22500,NA,43701,22222,60750,35431,46250,26042,NA,61250
"16818",50154,41250,NA,30724,8750,43750,18333,54286,43750,41875,NA
"16819",50155,NA,NA,31875,17250,36000,25972,NA,NA,NA,NA
"16820",50156,43036,39063,44053,22278,50167,36974,46281,37917,76000,59375
"16821",50157,28958,NA,44583,27593,32000,33750,37917,31250,NA,NA
"16822",50158,26182,23241,31333,24219,40179,27487,57000,36875,81122,63125
"16823",50160,68750,NA,40536,40288,47083,39464,60000,34000,NA,NA
"16824",50161,NA,24375,33646,29500,47222,39539,56875,48333,11250,92250
"16825",50162,NA,NA,38000,20648,43793,28750,46641,30417,NA,42321
"16826",50163,20179,NA,37727,16875,38594,34769,NA,38594,NA,NA
"16827",50164,31250,NA,37083,21250,26842,28162,NA,22500,NA,NA
"16828",50165,NA,NA,NA,NA,NA,39219,NA,NA,NA,NA
"16829",50166,41250,NA,41250,31071,35500,37222,61389,42750,NA,NA
"16830",50167,15000,NA,33056,31354,36500,27250,48750,85208,92500,NA
"16831",50168,NA,NA,45938,33661,38750,37083,110156,21875,46875,NA
"16832",50169,8750,10880,39583,20250,51429,36125,64583,46295,21250,44375
"16833",50170,26711,NA,35250,32917,46283,28795,56979,28750,58333,NA
"16834",50171,16346,11484,33393,20972,45952,24570,39271,42143,77778,8611
"16835",50173,18438,35268,40750,36250,36607,37500,68409,55104,NA,NA
"16836",50174,33333,13750,36157,12500,31597,25179,33750,27188,77917,NA
"16837",50201,16174,23056,43125,24655,40517,22841,48520,37609,83063,52500
"16838",50206,NA,NA,38594,25625,53250,17569,32188,43750,100536,NA
"16839",50207,20000,8750,33667,21833,44583,22557,52833,45208,59375,59844
"16840",50208,8667,13424,29895,21498,36738,23819,54819,39459,64375,50000
"16841",50210,32250,NA,50577,15650,32409,27083,54079,30938,NA,57000
"16842",50211,26161,NA,40368,28333,48477,36723,57783,45615,61453,58214
"16843",50212,45179,NA,38194,15417,40278,36184,39500,41042,42917,47833
"16844",50213,21176,19414,34135,29777,42670,22875,39583,32174,54044,59596
"16845",50214,NA,NA,36758,NA,45714,NA,92692,42667,NA,NA
"16846",50216,54167,NA,39485,16923,47530,28500,86771,39917,64375,119091
"16847",50217,63333,38021,31023,12083,38750,26111,96250,61250,NA,NA
"16848",50218,NA,NA,36250,21250,41875,16875,NA,NA,NA,NA
"16849",50219,43611,25524,42063,24366,44837,19978,50909,23083,64129,53306
"16850",50220,27130,12072,27373,20507,43246,24318,50139,33307,46944,48259
"16851",50222,NA,NA,34219,21528,28194,34348,NA,232841,NA,NA
"16852",50223,NA,11875,33750,22500,35500,33125,NA,43750,NA,NA
"16853",50225,38750,NA,37721,25764,41667,25667,55179,46042,58125,54750
"16854",50226,NA,NA,46273,24135,49583,45000,70500,65060,125357,76989
"16855",50227,NA,NA,36250,NA,NA,NA,NA,NA,NA,NA
"16856",50228,92798,NA,36875,15769,48167,26734,49625,48672,NA,61806
"16857",50229,NA,NA,39643,22188,51827,35250,60750,94500,63750,NA
"16858",50230,7305,NA,30913,26129,59297,34688,39844,39792,NA,55417
"16859",50231,NA,NA,37500,30938,42250,16563,44688,39688,53750,NA
"16860",50232,NA,NA,37583,30804,42639,28500,33750,9643,50313,NA
"16861",50233,45000,NA,29074,24653,41458,19113,41339,49875,NA,38750
"16862",50234,NA,NA,38125,23438,41125,24688,60000,48472,NA,NA
"16863",50235,9375,NA,32917,28125,11250,30833,65357,41719,NA,NA
"16864",50236,NA,NA,29712,25000,46125,25769,60417,47955,55893,76250
"16865",50237,36250,49107,43304,22102,50750,33108,45795,38854,60781,40234
"16866",50238,NA,NA,38125,15682,35750,24338,34375,41705,48750,NA
"16867",50239,NA,NA,50938,NA,27083,65125,NA,NA,NA,NA
"16868",50240,15962,NA,39647,30194,36319,38750,51667,42721,60417,47125
"16869",50242,NA,NA,44028,16071,30909,31042,95917,7308,NA,NA
"16870",50243,NA,NA,49615,28750,37917,25625,12250,41667,NA,NA
"16871",50244,14643,NA,49750,33750,51103,30129,64167,36131,74063,62813
"16872",50246,NA,NA,41563,20208,46518,30000,51250,31944,NA,NA
"16873",50247,46094,NA,31563,15673,48214,25833,75643,35729,59750,43750
"16874",50248,41154,NA,30857,38227,50042,24913,63750,45341,55268,47813
"16875",50249,31250,NA,38947,19375,48438,28500,45938,26250,11875,40625
"16876",50250,9583,16786,39115,12708,47891,30551,34205,36176,65556,41667
"16877",50251,38472,8958,47667,21806,42802,28333,60625,20000,44444,58750
"16878",50252,NA,NA,52083,NA,22500,NA,NA,NA,NA,NA
"16879",50254,NA,NA,30781,10357,39688,20417,47031,NA,NA,NA
"16880",50255,NA,NA,40250,26875,NA,NA,NA,NA,NA,NA
"16881",50256,NA,NA,31328,27250,14375,36154,NA,52500,NA,NA
"16882",50257,49286,NA,37132,17500,52969,26875,73636,36691,NA,NA
"16883",50258,59750,NA,27813,23750,29333,18000,63750,29438,28750,73516
"16884",50261,52083,NA,32153,34853,52344,37212,75000,42647,88750,43750
"16885",50262,16042,NA,31250,27500,47292,26771,43565,33000,NA,NA
"16886",50263,21174,11985,34901,30694,49014,40302,62014,42815,89674,56150
"16887",50264,NA,NA,33333,6875,38512,18438,11500,40250,NA,NA
"16888",50265,19781,3654,30570,26380,37923,30227,60517,40874,78850,56734
"16889",50266,21888,13189,27569,24597,42542,32258,72964,46838,98737,63583
"16890",50268,30688,6131,33000,30800,27679,27679,NA,19286,NA,NA
"16891",50271,24375,NA,29194,20972,37212,19167,45139,21875,NA,36250
"16892",50272,28500,NA,38750,NA,28125,73000,NA,NA,NA,NA
"16893",50273,35682,NA,24940,16359,45330,30168,64306,45250,64196,61111
"16894",50274,NA,NA,50208,18056,30208,16250,75179,NA,NA,NA
"16895",50275,NA,NA,26750,20625,36250,29271,6964,NA,NA,NA
"16896",50276,4813,17222,46705,32589,47981,40938,58167,45583,73750,40625
"16897",50277,NA,NA,49375,17159,38750,25875,63182,23750,NA,NA
"16898",50278,NA,NA,38438,21944,49167,38750,65000,46250,NA,63125
"16899",50309,12679,16331,11438,23832,12222,12292,54792,37404,61184,43750
"16900",50310,25609,14915,27492,23537,40320,31135,46982,42151,65507,52875
"16901",50311,29141,16563,23125,16650,32147,26971,50645,45790,66346,47647
"16902",50312,22500,19022,26643,26731,29000,33696,60786,37311,95859,56382
"16903",50313,16125,23654,33993,25839,41460,26250,39089,39797,29286,53472
"16904",50314,24226,19375,25237,20072,25588,20352,30798,32083,69444,54375
"16905",50315,23350,23472,32163,24741,36210,28777,40833,34375,71316,55664
"16906",50316,20020,18843,29479,22941,32031,30194,36597,29531,35875,52045
"16907",50317,26933,17750,31720,24133,39777,27554,47094,35547,56161,43250
"16908",50319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16909",50320,28977,20469,34415,26889,45625,32163,61250,45498,51957,57885
"16910",50321,33036,3235,30313,28657,40257,31098,58875,46696,57778,58527
"16911",50322,30306,19932,37981,28042,48517,36508,59088,43951,78438,56028
"16912",50323,NA,NA,42171,40147,67833,35000,84839,62974,120968,75938
"16913",50324,NA,NA,19844,47109,28209,44107,60531,38036,65750,35521
"16914",50325,14263,18730,34839,21292,53899,27017,76917,43276,121875,59519
"16915",50327,21111,23785,40917,26809,50028,29828,62440,49583,95817,44750
"16916",50401,24326,20568,29144,19300,36399,26430,56566,33447,86532,51250
"16917",50420,30000,NA,51250,29583,37500,17813,19250,19375,41875,NA
"16918",50421,5769,NA,36786,22614,37391,24125,57614,36319,43864,56136
"16919",50423,27188,7000,35057,22875,36890,33169,60750,24453,36932,48750
"16920",50424,6719,NA,33000,20179,40821,27679,70750,38750,53438,98333
"16921",50426,NA,NA,162750,NA,NA,NA,NA,NA,NA,NA
"16922",50428,23770,9470,27140,18750,35208,22321,49931,43670,71389,52292
"16923",50430,33500,NA,40714,11250,31750,14063,61250,21042,NA,63750
"16924",50431,24479,NA,27813,31250,47250,23333,NA,53750,NA,NA
"16925",50432,NA,NA,33750,33056,32500,31875,NA,NA,NA,NA
"16926",50433,NA,NA,43125,NA,14318,20556,51071,50469,31875,NA
"16927",50434,53438,16250,34107,14821,30500,26250,31250,28125,28750,NA
"16928",50435,19167,NA,32273,18304,47232,26964,NA,19375,NA,NA
"16929",50436,5179,29038,32823,21280,33862,30647,45000,29737,81389,45764
"16930",50438,11940,6458,43889,24688,42927,20759,52250,30625,38906,100833
"16931",50439,28750,45625,31596,16563,48333,20625,NA,16538,NA,NA
"16932",50440,NA,NA,30000,19375,34844,21806,68194,61250,NA,NA
"16933",50441,27473,24284,40795,21008,35179,24205,63242,30595,43750,51563
"16934",50444,NA,NA,31750,18352,47989,24000,80250,32813,NA,43750
"16935",50446,8500,NA,30625,16458,53125,36250,38942,52625,99063,NA
"16936",50447,26354,NA,31336,18229,43092,33750,39821,21875,NA,NA
"16937",50448,23750,NA,23125,29375,51618,25850,14444,NA,NA,NA
"16938",50449,4545,19583,31250,12083,32708,24821,NA,NA,NA,NA
"16939",50450,39375,7679,37917,20000,33571,21953,40417,33750,61250,62083
"16940",50451,4688,NA,60938,20833,27500,12727,36500,NA,75500,NA
"16941",50452,30104,NA,36250,18125,44375,20000,52917,32500,52500,41875
"16942",50453,28750,13750,36125,23333,22378,18750,51250,18750,NA,NA
"16943",50454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16944",50455,NA,NA,80139,14722,40625,18500,NA,NA,NA,NA
"16945",50456,21250,NA,34500,20357,34620,25208,31667,43438,NA,51667
"16946",50457,23393,NA,29167,13500,56071,18977,90455,28750,NA,NA
"16947",50458,22361,NA,33158,21771,44063,30048,75750,47250,63750,50417
"16948",50459,22500,NA,36786,20750,31506,21964,40625,44028,58250,48750
"16949",50460,NA,NA,31711,17000,32639,35750,NA,NA,NA,NA
"16950",50461,13750,12446,36895,20576,38333,28594,53548,26731,56389,54500
"16951",50464,35000,NA,36413,22500,49375,30139,32500,36250,65179,NA
"16952",50465,NA,NA,14688,NA,41875,15278,NA,NA,NA,NA
"16953",50466,47000,10250,31618,17212,44792,25938,25000,21964,NA,29000
"16954",50467,NA,NA,46250,31250,43875,18125,NA,NA,NA,NA
"16955",50468,37875,NA,40583,15625,43929,30324,17500,49500,NA,60375
"16956",50469,38333,NA,40568,26094,43824,25089,53125,38000,48864,17404
"16957",50470,28750,NA,36538,6250,25000,32000,NA,70250,NA,NA
"16958",50471,19034,NA,17083,21250,36250,26875,60208,18875,NA,NA
"16959",50472,NA,NA,41136,17240,43269,24125,61875,39750,60179,72000
"16960",50473,NA,NA,33500,53333,34107,21250,NA,NA,NA,NA
"16961",50475,57933,NA,38375,16786,40417,24861,51250,35982,98750,56250
"16962",50476,21719,NA,42589,11488,41875,30089,NA,32917,NA,NA
"16963",50477,16429,NA,42500,12083,34375,24000,23056,NA,NA,NA
"16964",50478,36458,NA,33750,14871,95208,21667,38750,21932,NA,NA
"16965",50479,17500,NA,30556,10833,32500,22583,36250,30625,NA,NA
"16966",50480,NA,NA,31944,10750,50556,30000,53125,35625,NA,NA
"16967",50482,NA,NA,40833,15938,49688,30208,50625,48125,45417,NA
"16968",50483,NA,20938,40972,16250,38750,27679,24432,47667,NA,NA
"16969",50484,NA,NA,31625,18000,35893,26964,NA,16250,NA,NA
"16970",50501,26393,10349,28780,19008,40588,28416,54147,34833,67206,54750
"16971",50510,47885,NA,34306,21607,55625,23438,40417,39375,94375,52083
"16972",50511,22273,8015,32179,14643,41857,21492,57222,25972,52708,58611
"16973",50514,16458,18750,33333,14583,41563,17095,42500,31818,45313,NA
"16974",50515,NA,NA,19000,25179,41250,14375,37188,NA,NA,NA
"16975",50516,NA,NA,41500,22500,41563,29063,58750,30139,51528,49375
"16976",50517,31094,27188,29792,21250,41563,24583,36058,23333,NA,43125
"16977",50518,NA,NA,53393,30625,85250,15625,50833,46250,NA,NA
"16978",50519,26500,NA,31615,22500,24750,27813,NA,NA,NA,NA
"16979",50520,NA,NA,40625,16250,25000,20000,NA,NA,NA,NA
"16980",50521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16981",50522,NA,14583,53839,15278,26042,17841,53438,40821,NA,NA
"16982",50523,NA,26250,24148,20962,43068,20054,116250,31500,NA,NA
"16983",50524,35625,NA,40625,24107,33500,33281,202708,46250,NA,NA
