"zip"|"name"|"employment"|"annual_payroll"|"lat"|"long"|"dma_code"|"dma_name"
"7773"|28456|"RIEGELWOOD, NC"|1347|83706|34.360475|-78.267654|550|"Wilmington, NC"
"7774"|28457|"ROCKY POINT, NC"|1044|33990|34.426753|-77.912383|550|"Wilmington, NC"
"7775"|28458|"ROSE HILL, NC"|1418|42918|34.821729|-78.031918|545|"Greenville et al, NC"
"7776"|28460|"SNEADS FERRY, NC"|1045|25231|34.535106|-77.407859|545|"Greenville et al, NC"
"7777"|28461|"SOUTHPORT, NC"|6190|270887|33.972039|-78.056304|550|"Wilmington, NC"
"7778"|28462|"SUPPLY, NC"|1568|54445|33.952401|-78.292382|550|"Wilmington, NC"
"7779"|28463|"TABOR CITY, NC"|1223|33362|34.131054|-78.828768|550|"Wilmington, NC"
"7780"|28464|"TEACHEY, NC"|735|18633|34.771146|-78.023451|545|"Greenville et al, NC"
"7781"|28465|"OAK ISLAND, NC"|823|22721|33.917251|-78.128558|550|"Wilmington, NC"
"7782"|28466|"WALLACE, NC"|2309|53720|34.747612|-77.950641|545|"Greenville et al, NC"
"7783"|28467|"CALABASH, NC"|1579|37031|33.913216|-78.57662|550|"Wilmington, NC"
"7784"|28468|"SUNSET BEACH, NC"|752|16746|33.900731|-78.517109|550|"Wilmington, NC"
"7785"|28469|"OCEAN ISLE BEACH, NC"|1359|40067|33.913081|-78.455953|550|"Wilmington, NC"
"7786"|28470|"SHALLOTTE, NC"|2243|58429|33.957193|-78.388326|550|"Wilmington, NC"
"7787"|28472|"WHITEVILLE, NC"|6782|196459|34.313979|-78.710988|550|"Wilmington, NC"
"7788"|28478|"WILLARD, NC"|116|2671|34.654002|-78.018002|550|"Wilmington, NC"
"7789"|28479|"WINNABOW, NC"|289|6691|34.147263|-78.044064|550|"Wilmington, NC"
"7790"|28480|"WRIGHTSVILLE BEACH, NC"|1252|29381|34.211066|-77.798511|550|"Wilmington, NC"
"7791"|28501|"KINSTON, NC"|9587|283064|35.273434|-77.560365|545|"Greenville et al, NC"
"7792"|28504|"KINSTON, NC"|8626|293408|35.264889|-77.637757|545|"Greenville et al, NC"
"7793"|28508|"ALBERTSON, NC"|46|1007|35.122847|-77.831952|545|"Greenville et al, NC"
"7794"|28510|"ARAPAHOE, NC"|309|10488|34.997268|-76.806935|545|"Greenville et al, NC"
"7795"|28511|"ATLANTIC, NC"|0|0|34.886503|-76.346436|545|"Greenville et al, NC"
"7796"|28512|"ATLANTIC BEACH, NC"|1009|24221|34.698395|-76.786721|545|"Greenville et al, NC"
"7797"|28513|"AYDEN, NC"|2300|49810|35.458007|-77.40875|545|"Greenville et al, NC"
"7798"|28515|"BAYBORO, NC"|301|8055|35.156508|-76.752456|545|"Greenville et al, NC"
"7799"|28516|"BEAUFORT, NC"|1963|54085|34.763491|-76.625685|545|"Greenville et al, NC"
"7800"|28518|"BEULAVILLE, NC"|956|31159|34.900751|-77.748117|545|"Greenville et al, NC"
"7801"|28520|"CEDAR ISLAND, NC"|0|0|34.963352|-76.329171|545|"Greenville et al, NC"
"7802"|28521|"CHINQUAPIN, NC"|91|1872|34.827944|-77.746555|545|"Greenville et al, NC"
"7803"|28523|"COVE CITY, NC"|135|4142|35.21062|-77.289313|545|"Greenville et al, NC"
"7804"|28525|"DEEP RUN, NC"|79|1721|35.129622|-77.699097|545|"Greenville et al, NC"
"7805"|28526|"DOVER, NC"|96|2066|35.264127|-77.378949|545|"Greenville et al, NC"
"7806"|28527|"ERNUL, NC"|0|2609|35.238992|-77.041488|545|"Greenville et al, NC"
"7807"|28528|"GLOUCESTER, NC"|7|77|34.729891|-76.538267|545|"Greenville et al, NC"
"7808"|28529|"GRANTSBORO, NC"|489|11166|35.098112|-76.855356|545|"Greenville et al, NC"
"7809"|28530|"GRIFTON, NC"|697|22127|35.37455|-77.427529|545|"Greenville et al, NC"
"7810"|28531|"HARKERS ISLAND, NC"|107|2432|34.697594|-76.55891|545|"Greenville et al, NC"
"7811"|28532|"HAVELOCK, NC"|3323|93125|34.894414|-76.888993|545|"Greenville et al, NC"
"7812"|28537|"HOBUCKEN, NC"|21|508|35.252033|-76.566964|545|"Greenville et al, NC"
"7813"|28538|"HOOKERTON, NC"|0|4451|35.423264|-77.568383|545|"Greenville et al, NC"
"7814"|28539|"HUBERT, NC"|498|12263|34.687466|-77.221603|545|"Greenville et al, NC"
"7815"|28540|"JACKSONVILLE, NC"|11124|266783|34.759658|-77.468947|545|"Greenville et al, NC"
"7816"|28542|"CAMP LEJEUNE, NC"|1056|61038|34.645932|-77.331897|545|"Greenville et al, NC"
"7817"|28543|"TARAWA TERRACE, NC"|0|0|34.734569|-77.373096|545|"Greenville et al, NC"
"7818"|28544|"MIDWAY PARK, NC"|512|8095|34.728768|-77.322764|545|"Greenville et al, NC"
"7819"|28546|"JACKSONVILLE, NC"|15863|447868|34.7765|-77.376353|545|"Greenville et al, NC"
"7820"|28547|"CAMP LEJEUNE, NC"|482|14899|34.679724|-77.352414|545|"Greenville et al, NC"
"7821"|28551|"LA GRANGE, NC"|1537|44517|35.322998|-77.784144|545|"Greenville et al, NC"
"7822"|28552|"LOWLAND, NC"|0|0|35.301074|-76.57143|545|"Greenville et al, NC"
"7823"|28553|"MARSHALLBERG, NC"|13|177|34.726458|-76.517574|545|"Greenville et al, NC"
"7824"|28555|"MAYSVILLE, NC"|459|14618|34.866062|-77.241183|545|"Greenville et al, NC"
"7825"|28556|"MERRITT, NC"|0|467|35.129303|-76.682201|545|"Greenville et al, NC"
"7826"|28557|"MOREHEAD CITY, NC"|9913|310188|34.734029|-76.758536|545|"Greenville et al, NC"
"7827"|28560|"NEW BERN, NC"|9498|326440|35.171085|-76.952728|545|"Greenville et al, NC"
"7828"|28562|"NEW BERN, NC"|10248|332625|35.094185|-77.094968|545|"Greenville et al, NC"
"7829"|28570|"NEWPORT, NC"|1947|57736|34.765997|-76.880646|545|"Greenville et al, NC"
"7830"|28571|"ORIENTAL, NC"|381|8112|35.043475|-76.697443|545|"Greenville et al, NC"
"7831"|28572|"PINK HILL, NC"|594|15215|35.02626|-77.743034|545|"Greenville et al, NC"
"7832"|28573|"POLLOCKSVILLE, NC"|388|15044|35.010878|-77.219007|545|"Greenville et al, NC"
"7833"|28574|"RICHLANDS, NC"|883|17894|34.864459|-77.574519|545|"Greenville et al, NC"
"7834"|28577|"SEALEVEL, NC"|0|0|34.878579|-76.389607|545|"Greenville et al, NC"
"7835"|28578|"SEVEN SPRINGS, NC"|105|2846|35.201182|-77.890262|560|"Raleigh et al, NC"
"7836"|28579|"SMYRNA, NC"|39|606|34.814058|-76.515048|545|"Greenville et al, NC"
"7837"|28580|"SNOW HILL, NC"|1530|37461|35.445922|-77.673676|545|"Greenville et al, NC"
"7838"|28581|"STACY, NC"|0|0|34.841877|-76.425582|545|"Greenville et al, NC"
"7839"|28582|"STELLA, NC"|35|1105|34.745674|-77.157581|545|"Greenville et al, NC"
"7840"|28584|"SWANSBORO, NC"|2739|63099|34.740231|-77.081019|545|"Greenville et al, NC"
"7841"|28585|"TRENTON, NC"|203|5219|35.06991|-77.448972|545|"Greenville et al, NC"
"7842"|28586|"VANCEBORO, NC"|795|22840|35.308594|-77.161596|545|"Greenville et al, NC"
"7843"|28587|"VANDEMERE, NC"|0|0|35.187192|-76.669886|545|"Greenville et al, NC"
"7844"|28590|"WINTERVILLE, NC"|4995|163048|35.539079|-77.399311|545|"Greenville et al, NC"
"7845"|28594|"EMERALD ISLE, NC"|951|24207|34.664516|-77.036092|545|"Greenville et al, NC"
"7846"|28601|"HICKORY, NC"|22258|867592|35.762941|-81.322721|517|"Charlotte, NC"
"7847"|28602|"HICKORY, NC"|23391|757391|35.691227|-81.365906|517|"Charlotte, NC"
"7848"|28604|"BANNER ELK, NC"|2444|58543|36.169451|-81.832861|517|"Charlotte, NC"
"7849"|28605|"BLOWING ROCK, NC"|2424|49021|36.146879|-81.674366|517|"Charlotte, NC"
"7850"|28606|"BOOMER, NC"|0|3595|36.065492|-81.297958|518|"Greensboro et al, NC"
"7851"|28607|"BOONE, NC"|12623|398893|36.216407|-81.66261|517|"Charlotte, NC"
"7852"|28608|"BOONE, NC"|0|0|36.214602|-81.680248|517|"Charlotte, NC"
"7853"|28609|"CATAWBA, NC"|990|50947|35.675763|-81.057143|517|"Charlotte, NC"
"7854"|28610|"CLAREMONT, NC"|4084|168399|35.72707|-81.139148|517|"Charlotte, NC"
"7855"|28611|"COLLETTSVILLE, NC"|14|645|35.987811|-81.701892|517|"Charlotte, NC"
"7856"|28612|"CONNELLY SPRINGS, NC"|1021|28719|35.707422|-81.494834|517|"Charlotte, NC"
"7857"|28613|"CONOVER, NC"|9998|336497|35.735792|-81.214612|517|"Charlotte, NC"
"7858"|28615|"CRESTON, NC"|0|0|36.445363|-81.655904|517|"Charlotte, NC"
"7859"|28617|"CRUMPLER, NC"|92|2576|36.473103|-81.395081|517|"Charlotte, NC"
"7860"|28618|"DEEP GAP, NC"|279|7742|36.215709|-81.511441|517|"Charlotte, NC"
"7861"|28621|"ELKIN, NC"|4927|147262|36.286653|-80.850538|518|"Greensboro et al, NC"
"7862"|28622|"ELK PARK, NC"|174|4551|36.183911|-81.95228|517|"Charlotte, NC"
"7863"|28623|"ENNICE, NC"|101|4615|36.527679|-80.974931|518|"Greensboro et al, NC"
"7864"|28624|"FERGUSON, NC"|45|1145|36.121818|-81.386436|518|"Greensboro et al, NC"
"7865"|28625|"STATESVILLE, NC"|11571|415623|35.834839|-80.881576|517|"Charlotte, NC"
"7866"|28626|"FLEETWOOD, NC"|0|2558|36.292553|-81.509649|517|"Charlotte, NC"
"7867"|28627|"GLADE VALLEY, NC"|130|3915|36.447777|-81.009269|518|"Greensboro et al, NC"
"7868"|28630|"GRANITE FALLS, NC"|3119|81200|35.81515|-81.430458|517|"Charlotte, NC"
"7869"|28631|"GRASSY CREEK, NC"|21|540|36.55465|-81.426252|517|"Charlotte, NC"
"7870"|28634|"HARMONY, NC"|425|12340|35.960671|-80.765441|517|"Charlotte, NC"
"7871"|28635|"HAYS, NC"|102|2393|36.274031|-81.115109|518|"Greensboro et al, NC"
"7872"|28636|"HIDDENITE, NC"|1117|31574|35.922878|-81.075652|517|"Charlotte, NC"
"7873"|28637|"HILDEBRAN, NC"|1006|28177|35.719125|-81.417971|517|"Charlotte, NC"
"7874"|28638|"HUDSON, NC"|2756|78227|35.842836|-81.48094|517|"Charlotte, NC"
"7875"|28640|"JEFFERSON, NC"|2209|78124|36.411584|-81.435721|517|"Charlotte, NC"
"7876"|28642|"JONESVILLE, NC"|1669|49473|36.222901|-80.830436|518|"Greensboro et al, NC"
"7877"|28643|"LANSING, NC"|0|0|36.519562|-81.51785|517|"Charlotte, NC"
"7878"|28644|"LAUREL SPRINGS, NC"|0|0|36.436603|-81.274598|518|"Greensboro et al, NC"
"7879"|28645|"LENOIR, NC"|12070|396387|35.907237|-81.541522|517|"Charlotte, NC"
"7880"|28646|"LINVILLE, NC"|699|29309|36.081222|-81.874681|517|"Charlotte, NC"
"7881"|28649|"MC GRADY, NC"|0|0|36.308558|-81.202858|518|"Greensboro et al, NC"
"7882"|28650|"MAIDEN, NC"|2894|102193|35.570055|-81.163073|517|"Charlotte, NC"
"7883"|28651|"MILLERS CREEK, NC"|389|6959|36.21472|-81.250486|518|"Greensboro et al, NC"
"7884"|28654|"MORAVIAN FALLS, NC"|317|7251|36.074367|-81.178171|518|"Greensboro et al, NC"
"7885"|28655|"MORGANTON, NC"|14067|464728|35.73349|-81.711289|517|"Charlotte, NC"
"7886"|28657|"NEWLAND, NC"|1095|28890|36.047629|-81.953224|517|"Charlotte, NC"
"7887"|28658|"NEWTON, NC"|10069|350243|35.650467|-81.232684|517|"Charlotte, NC"
"7888"|28659|"NORTH WILKESBORO, NC"|5973|192961|36.188522|-81.13062|518|"Greensboro et al, NC"
"7889"|28660|"OLIN, NC"|0|0|35.965221|-80.853027|517|"Charlotte, NC"
"7890"|28663|"PINEY CREEK, NC"|18|482|36.540923|-81.303366|518|"Greensboro et al, NC"
"7891"|28665|"PURLEAR, NC"|73|2544|36.191608|-81.329066|518|"Greensboro et al, NC"
"7892"|28668|"ROARING GAP, NC"|108|3982|36.384461|-81.004359|518|"Greensboro et al, NC"
"7893"|28669|"ROARING RIVER, NC"|0|0|36.223457|-80.996965|518|"Greensboro et al, NC"
"7894"|28670|"RONDA, NC"|218|7180|36.209015|-80.925579|518|"Greensboro et al, NC"
"7895"|28672|"SCOTTVILLE, NC"|0|0|36.469944|-81.330932|517|"Charlotte, NC"
"7896"|28673|"SHERRILLS FORD, NC"|461|12821|35.599056|-80.996294|517|"Charlotte, NC"
"7897"|28675|"SPARTA, NC"|1771|45484|36.503654|-81.123896|518|"Greensboro et al, NC"
"7898"|28676|"STATE ROAD, NC"|257|6710|36.325414|-80.861703|518|"Greensboro et al, NC"
"7899"|28677|"STATESVILLE, NC"|13720|507124|35.761118|-80.904626|517|"Charlotte, NC"
"7900"|28678|"STONY POINT, NC"|702|18846|35.83933|-81.059569|517|"Charlotte, NC"
"7901"|28679|"SUGAR GROVE, NC"|107|3267|36.255948|-81.839033|517|"Charlotte, NC"
"7902"|28681|"TAYLORSVILLE, NC"|4769|136530|35.894945|-81.212957|517|"Charlotte, NC"
"7903"|28682|"TERRELL, NC"|252|17472|35.584197|-80.96156|517|"Charlotte, NC"
"7904"|28683|"THURMOND, NC"|23|349|36.370902|-80.918572|518|"Greensboro et al, NC"
"7905"|28684|"TODD, NC"|0|0|36.319162|-81.611192|517|"Charlotte, NC"
"7906"|28685|"TRAPHILL, NC"|91|3251|36.329573|-81.023253|518|"Greensboro et al, NC"
"7907"|28689|"UNION GROVE, NC"|350|15765|36.041645|-80.913911|517|"Charlotte, NC"
"7908"|28690|"VALDESE, NC"|2843|102897|35.740107|-81.576524|517|"Charlotte, NC"
"7909"|28692|"VILAS, NC"|285|7216|36.260466|-81.773017|517|"Charlotte, NC"
"7910"|28693|"WARRENSVILLE, NC"|61|1671|36.468159|-81.553516|517|"Charlotte, NC"
"7911"|28694|"WEST JEFFERSON, NC"|2465|63476|36.37636|-81.487503|517|"Charlotte, NC"
"7912"|28697|"WILKESBORO, NC"|9858|320851|36.13554|-81.17254|518|"Greensboro et al, NC"
"7913"|28698|"ZIONVILLE, NC"|60|2727|36.319535|-81.74371|517|"Charlotte, NC"
"7914"|28701|"ALEXANDER, NC"|80|1916|35.706681|-82.634319|567|"Greenville et al, SC-NC"
"7915"|28702|"ALMOND, NC"|31|352|35.373293|-83.653074|567|"Greenville et al, SC-NC"
"7916"|28704|"ARDEN, NC"|10738|426855|35.464548|-82.533835|567|"Greenville et al, SC-NC"
"7917"|28705|"BAKERSVILLE, NC"|563|16314|36.026402|-82.164434|567|"Greenville et al, SC-NC"
"7918"|28707|"BALSAM, NC"|52|1257|35.395227|-83.062752|567|"Greenville et al, SC-NC"
"7919"|28708|"BALSAM GROVE, NC"|8|301|35.235293|-82.876619|567|"Greenville et al, SC-NC"
"7920"|28709|"BARNARDSVILLE, NC"|274|7000|35.770251|-82.428664|567|"Greenville et al, SC-NC"
"7921"|28711|"BLACK MOUNTAIN, NC"|4991|156205|35.613332|-82.317946|567|"Greenville et al, SC-NC"
"7922"|28712|"BREVARD, NC"|5097|156688|35.204125|-82.745958|567|"Greenville et al, SC-NC"
"7923"|28713|"BRYSON CITY, NC"|2178|56523|35.408917|-83.460742|567|"Greenville et al, SC-NC"
"7924"|28714|"BURNSVILLE, NC"|3064|90139|35.904253|-82.291766|567|"Greenville et al, SC-NC"
"7925"|28715|"CANDLER, NC"|3017|92724|35.537884|-82.698555|567|"Greenville et al, SC-NC"
"7926"|28716|"CANTON, NC"|3570|127214|35.511096|-82.840768|567|"Greenville et al, SC-NC"
"7927"|28717|"CASHIERS, NC"|1094|39246|35.100388|-83.102067|567|"Greenville et al, SC-NC"
"7928"|28718|"CEDAR MOUNTAIN, NC"|0|849|35.145161|-82.629791|567|"Greenville et al, SC-NC"
"7929"|28719|"CHEROKEE, NC"|3651|124038|35.498186|-83.297376|567|"Greenville et al, SC-NC"
"7930"|28721|"CLYDE, NC"|1025|51160|35.567632|-82.920462|567|"Greenville et al, SC-NC"
"7931"|28722|"COLUMBUS, NC"|1885|49684|35.241201|-82.14614|567|"Greenville et al, SC-NC"
"7932"|28723|"CULLOWHEE, NC"|711|11132|35.289972|-83.17499|567|"Greenville et al, SC-NC"
"7933"|28726|"EAST FLAT ROCK, NC"|1687|71313|35.283412|-82.417909|567|"Greenville et al, SC-NC"
"7934"|28729|"ETOWAH, NC"|431|10460|35.319258|-82.603356|567|"Greenville et al, SC-NC"
"7935"|28730|"FAIRVIEW, NC"|962|30032|35.525874|-82.396159|567|"Greenville et al, SC-NC"
"7936"|28731|"FLAT ROCK, NC"|1902|53103|35.286037|-82.406045|567|"Greenville et al, SC-NC"
"7937"|28732|"FLETCHER, NC"|6862|283715|35.44335|-82.48065|567|"Greenville et al, SC-NC"
"7938"|28733|"FONTANA DAM, NC"|0|0|35.431991|-83.815998|567|"Greenville et al, SC-NC"
"7939"|28734|"FRANKLIN, NC"|6698|193951|35.174535|-83.392509|567|"Greenville et al, SC-NC"
"7940"|28735|"GERTON, NC"|0|0|35.4748|-82.342118|567|"Greenville et al, SC-NC"
"7941"|28736|"GLENVILLE, NC"|79|2611|35.166985|-83.107897|567|"Greenville et al, SC-NC"
"7942"|28739|"HENDERSONVILLE, NC"|4181|116334|35.29564|-82.50919|567|"Greenville et al, SC-NC"
"7943"|28740|"GREEN MOUNTAIN, NC"|30|849|35.977035|-82.268159|567|"Greenville et al, SC-NC"
"7944"|28741|"HIGHLANDS, NC"|1917|68698|35.064372|-83.201968|567|"Greenville et al, SC-NC"
"7945"|28742|"HORSE SHOE, NC"|547|14665|35.354552|-82.594367|567|"Greenville et al, SC-NC"
"7946"|28743|"HOT SPRINGS, NC"|269|7288|35.829143|-82.851905|567|"Greenville et al, SC-NC"
"7947"|28745|"LAKE JUNALUSKA, NC"|0|4896|35.524419|-82.971759|567|"Greenville et al, SC-NC"
"7948"|28746|"LAKE LURE, NC"|559|12806|35.455085|-82.175828|567|"Greenville et al, SC-NC"
"7949"|28747|"LAKE TOXAWAY, NC"|327|9779|35.146925|-82.91614|567|"Greenville et al, SC-NC"
"7950"|28748|"LEICESTER, NC"|318|9055|35.64825|-82.713699|567|"Greenville et al, SC-NC"
"7951"|28751|"MAGGIE VALLEY, NC"|987|14429|35.516798|-83.085346|567|"Greenville et al, SC-NC"
"7952"|28752|"MARION, NC"|10317|307084|35.679255|-82.017932|567|"Greenville et al, SC-NC"
"7953"|28753|"MARSHALL, NC"|1066|32679|35.821286|-82.675683|567|"Greenville et al, SC-NC"
"7954"|28754|"MARS HILL, NC"|1717|33834|35.851474|-82.526816|567|"Greenville et al, SC-NC"
"7955"|28756|"MILL SPRING, NC"|423|13567|35.335422|-82.15895|567|"Greenville et al, SC-NC"
"7956"|28759|"MILLS RIVER, NC"|998|29191|35.386682|-82.584881|567|"Greenville et al, SC-NC"
"7957"|28761|"NEBO, NC"|674|18900|35.675265|-81.901238|567|"Greenville et al, SC-NC"
"7958"|28762|"OLD FORT, NC"|1810|62454|35.617331|-82.166828|567|"Greenville et al, SC-NC"
"7959"|28763|"OTTO, NC"|98|1597|35.054607|-83.393785|567|"Greenville et al, SC-NC"
"7960"|28766|"PENROSE, NC"|0|1724|35.254433|-82.621209|567|"Greenville et al, SC-NC"
"7961"|28768|"PISGAH FOREST, NC"|769|19875|35.262555|-82.67134|567|"Greenville et al, SC-NC"
"7962"|28771|"ROBBINSVILLE, NC"|1757|62172|35.327345|-83.798428|567|"Greenville et al, SC-NC"
"7963"|28772|"ROSMAN, NC"|307|7423|35.152268|-82.843076|567|"Greenville et al, SC-NC"
"7964"|28773|"SALUDA, NC"|405|8821|35.23613|-82.347793|567|"Greenville et al, SC-NC"
"7965"|28774|"SAPPHIRE, NC"|353|15780|35.111821|-83.000535|567|"Greenville et al, SC-NC"
"7966"|28775|"SCALY MOUNTAIN, NC"|71|1749|35.022413|-83.30939|567|"Greenville et al, SC-NC"
"7967"|28777|"SPRUCE PINE, NC"|3529|116481|35.913392|-82.056085|567|"Greenville et al, SC-NC"
"7968"|28778|"SWANNANOA, NC"|2738|62277|35.604724|-82.405625|567|"Greenville et al, SC-NC"
"7969"|28779|"SYLVA, NC"|5110|151079|35.360462|-83.213424|567|"Greenville et al, SC-NC"
"7970"|28781|"TOPTON, NC"|28|1456|35.232875|-83.633765|567|"Greenville et al, SC-NC"
"7971"|28782|"TRYON, NC"|921|27986|35.230444|-82.17704|567|"Greenville et al, SC-NC"
"7972"|28783|"TUCKASEGEE, NC"|0|1575|35.258508|-83.069282|567|"Greenville et al, SC-NC"
"7973"|28785|"WAYNESVILLE, NC"|624|18687|35.568621|-83.008854|567|"Greenville et al, SC-NC"
"7974"|28786|"WAYNESVILLE, NC"|7288|198233|35.480697|-82.989323|567|"Greenville et al, SC-NC"
"7975"|28787|"WEAVERVILLE, NC"|4287|138149|35.722378|-82.551052|567|"Greenville et al, SC-NC"
"7976"|28789|"WHITTIER, NC"|547|13809|35.432797|-83.3078|567|"Greenville et al, SC-NC"
"7977"|28790|"ZIRCONIA, NC"|189|8029|35.212221|-82.457766|567|"Greenville et al, SC-NC"
"7978"|28791|"HENDERSONVILLE, NC"|2865|124852|35.35061|-82.500892|567|"Greenville et al, SC-NC"
"7979"|28792|"HENDERSONVILLE, NC"|10188|327003|35.356936|-82.412478|567|"Greenville et al, SC-NC"
"7980"|28801|"ASHEVILLE, NC"|18353|920856|35.596374|-82.556747|567|"Greenville et al, SC-NC"
"7981"|28803|"ASHEVILLE, NC"|20736|748023|35.530394|-82.519222|567|"Greenville et al, SC-NC"
"7982"|28804|"ASHEVILLE, NC"|5480|156907|35.639775|-82.56858|567|"Greenville et al, SC-NC"
"7983"|28805|"ASHEVILLE, NC"|10721|302022|35.600663|-82.491788|567|"Greenville et al, SC-NC"
"7984"|28806|"ASHEVILLE, NC"|15418|525516|35.583726|-82.611361|567|"Greenville et al, SC-NC"
"7985"|28901|"ANDREWS, NC"|1292|30412|35.198282|-83.814121|575|"Chattanooga, TN"
"7986"|28902|"BRASSTOWN, NC"|123|3510|35.025962|-83.945731|524|"Atlanta, GA"
"7987"|28904|"HAYESVILLE, NC"|1326|32259|35.04008|-83.779243|524|"Atlanta, GA"
"7988"|28905|"MARBLE, NC"|244|8508|35.158733|-83.922734|575|"Chattanooga, TN"
"7989"|28906|"MURPHY, NC"|4201|119295|35.072933|-84.088509|575|"Chattanooga, TN"
"7990"|28909|"WARNE, NC"|61|1379|35.00061|-83.901022|524|"Atlanta, GA"
"7991"|29001|"ALCOLU, SC"|370|15564|33.768901|-80.170567|546|"Columbia, SC"
"7992"|29003|"BAMBERG, SC"|1567|50023|33.277374|-81.018542|520|"Augusta-Aiken, GA-SC"
"7993"|29006|"BATESBURG, SC"|3036|80623|33.90263|-81.549726|546|"Columbia, SC"
"7994"|29009|"BETHUNE, SC"|216|10693|34.428736|-80.368129|546|"Columbia, SC"
"7995"|29010|"BISHOPVILLE, SC"|1638|44595|34.206572|-80.26949|546|"Columbia, SC"
"7996"|29014|"BLACKSTOCK, SC"|0|449|34.570123|-81.122048|517|"Charlotte, NC"
"7997"|29015|"BLAIR, SC"|0|0|34.413998|-81.328909|546|"Columbia, SC"
"7998"|29016|"BLYTHEWOOD, SC"|4653|214308|34.191325|-80.966842|546|"Columbia, SC"
"7999"|29018|"BOWMAN, SC"|417|9109|33.35144|-80.663155|546|"Columbia, SC"
"8000"|29020|"CAMDEN, SC"|6989|210552|34.264587|-80.582027|546|"Columbia, SC"
"8001"|29030|"CAMERON, SC"|181|5403|33.563664|-80.663718|546|"Columbia, SC"
"8002"|29031|"CARLISLE, SC"|230|8852|34.608442|-81.43923|567|"Greenville et al, SC-NC"
"8003"|29032|"CASSATT, SC"|210|8586|34.344711|-80.494546|546|"Columbia, SC"
"8004"|29033|"CAYCE, SC"|6663|330155|33.962904|-81.066002|546|"Columbia, SC"
"8005"|29036|"CHAPIN, SC"|3302|133562|34.128176|-81.333613|546|"Columbia, SC"
"8006"|29037|"CHAPPELLS, SC"|8|215|34.214865|-81.894521|546|"Columbia, SC"
"8007"|29038|"COPE, SC"|0|0|33.375878|-80.96827|546|"Columbia, SC"
"8008"|29039|"CORDOVA, SC"|153|1725|33.427858|-80.898018|546|"Columbia, SC"
"8009"|29040|"DALZELL, SC"|319|6220|34.01622|-80.460758|546|"Columbia, SC"
"8010"|29042|"DENMARK, SC"|1207|29358|33.322631|-81.141012|520|"Augusta-Aiken, GA-SC"
"8011"|29044|"EASTOVER, SC"|1013|66680|33.928344|-80.713939|546|"Columbia, SC"
"8012"|29045|"ELGIN, SC"|3352|127417|34.166137|-80.817046|546|"Columbia, SC"
"8013"|29047|"ELLOREE, SC"|839|29052|33.530121|-80.570346|546|"Columbia, SC"
"8014"|29048|"EUTAWVILLE, SC"|280|5358|33.394093|-80.319552|546|"Columbia, SC"
"8015"|29051|"GABLE, SC"|0|567|33.874321|-80.087612|546|"Columbia, SC"
"8016"|29052|"GADSDEN, SC"|0|0|33.847177|-80.751324|546|"Columbia, SC"
"8017"|29053|"GASTON, SC"|2339|111333|33.830712|-81.11648|546|"Columbia, SC"
"8018"|29054|"GILBERT, SC"|833|30208|33.951484|-81.383533|546|"Columbia, SC"
"8019"|29055|"GREAT FALLS, SC"|593|19169|34.567756|-80.913967|517|"Charlotte, NC"
"8020"|29056|"GREELEYVILLE, SC"|332|6564|33.597877|-79.982107|519|"Charleston, SC"
"8021"|29058|"HEATH SPRINGS, SC"|548|18798|34.602511|-80.689833|517|"Charlotte, NC"
"8022"|29059|"HOLLY HILL, SC"|1355|50380|33.334984|-80.413144|546|"Columbia, SC"
"8023"|29061|"HOPKINS, SC"|2581|135257|33.942792|-80.849323|546|"Columbia, SC"
"8024"|29063|"IRMO, SC"|7276|224674|34.12117|-81.193825|546|"Columbia, SC"
"8025"|29065|"JENKINSVILLE, SC"|1715|160231|34.290909|-81.283038|546|"Columbia, SC"
"8026"|29067|"KERSHAW, SC"|810|25438|34.553715|-80.557914|517|"Charlotte, NC"
"8027"|29069|"LAMAR, SC"|317|7426|34.190288|-80.074493|570|"Myrtle Beach et al, SC"
"8028"|29070|"LEESVILLE, SC"|1995|55239|33.912624|-81.448454|546|"Columbia, SC"
"8029"|29072|"LEXINGTON, SC"|19746|704414|33.993745|-81.255341|546|"Columbia, SC"
"8030"|29073|"LEXINGTON, SC"|5281|182148|33.921353|-81.219218|546|"Columbia, SC"
"8031"|29075|"LITTLE MOUNTAIN, SC"|341|9925|34.191117|-81.38066|546|"Columbia, SC"
"8032"|29078|"LUGOFF, SC"|4672|165802|34.203085|-80.717097|546|"Columbia, SC"
"8033"|29080|"LYNCHBURG, SC"|74|1881|34.016801|-80.067094|546|"Columbia, SC"
"8034"|29081|"EHRHARDT, SC"|172|4701|33.103164|-81.026377|520|"Augusta-Aiken, GA-SC"
"8035"|29082|"LODGE, SC"|26|685|33.039787|-80.947856|519|"Charleston, SC"
"8036"|29101|"MC BEE, SC"|1104|49311|34.443296|-80.247771|517|"Charlotte, NC"
"8037"|29102|"MANNING, SC"|4105|103933|33.658107|-80.217387|546|"Columbia, SC"
"8038"|29104|"MAYESVILLE, SC"|0|1884|34.007479|-80.215771|546|"Columbia, SC"
"8039"|29105|"MONETTA, SC"|0|0|33.806134|-81.591962|520|"Augusta-Aiken, GA-SC"
"8040"|29107|"NEESES, SC"|227|5217|33.52388|-81.107918|546|"Columbia, SC"
"8041"|29108|"NEWBERRY, SC"|8618|272616|34.284199|-81.61144|546|"Columbia, SC"
