"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"7522",100,0,0,0,0,0,0,24432
"7523",96.97,0,0,0,0,0,3.03,24433
"7524",100,0,0,0,0,0,0,24435
"7525",97.76,2.24,0,0,0,0,0,24437
"7526",99.28,0.21,0.14,0,0,0.36,0,24439
"7527",93.74,4.6,0,0.43,0.83,0.25,0.14,24440
"7528",91.32,2.27,0,0.21,0,2.97,3.22,24441
"7529",100,0,0,0,0,0,0,24442
"7530",87.04,8.74,0,0.54,0,0,3.67,24445
"7531",85.27,2.68,2.23,0,0,0,9.82,24448
"7532",88.15,5.37,0.37,2.31,0.11,1.26,2.44,24450
"7533",52.17,47.83,0,0,0,0,0,24457
"7534",100,0,0,0,0,0,0,24458
"7535",96.38,0,0,0,0,1.24,2.38,24459
"7536",95.74,4.06,0,0,0,0.2,0,24460
"7537",100,0,0,0,0,0,0,24464
"7538",100,0,0,0,0,0,0,24465
"7539",94.4,4.53,0,0,0,0,1.07,24467
"7540",100,0,0,0,0,0,0,24471
"7541",96.41,0.54,0,0,0,2.99,0.06,24472
"7542",100,0,0,0,0,0,0,24473
"7543",100,0,0,0,0,0,0,24474
"7544",100,0,0,0,0,0,0,24476
"7545",95.95,2.23,0,0,0,0.27,1.54,24477
"7546",97.41,1.46,0,1.13,0,0,0,24479
"7547",90.78,3.22,0.64,2.2,0,2.41,0.76,24482
"7548",84.53,0,0,8.88,0,0,6.59,24483
"7549",100,0,0,0,0,0,0,24484
"7550",98.61,0,0,0,0,1.39,0,24485
"7551",93.11,0.68,0,0,0,3.61,2.6,24486
"7552",100,0,0,0,0,0,0,24487
"7553",59.29,34.79,0.42,0.94,0.01,0.56,3.98,24501
"7554",77.32,15.05,0.12,4.1,0.05,0.84,2.51,24502
"7555",86.33,10.62,0.15,0.74,0.05,0.44,1.66,24503
"7556",39.67,55.56,0,0.13,0,2.07,2.57,24504
"7557",74.11,18.97,0.09,2.69,0.14,0.74,3.25,24517
"7558",72.16,27.38,0,0,0,0,0.46,24520
"7559",77.54,19.21,0.5,0.1,0,1.26,1.39,24521
"7560",77.7,18.58,0.28,0.09,0,0.74,2.61,24522
"7561",82.53,14.75,0.06,0,0.03,0.07,2.55,24523
"7562",92.11,6.27,0.77,0,0,0.08,0.77,24526
"7563",62.11,37.76,0,0,0,0,0.14,24527
"7564",63.48,34.17,0,0.24,0,0.73,1.37,24528
"7565",63.71,35.08,0,0,0,1.14,0.08,24529
"7566",68.73,25.44,0,0,0,0.8,5.04,24530
"7567",69.58,28.07,0,0,0,0.53,1.83,24531
"7568",52.7,42.75,0,2.15,0,0,2.41,24534
"7569",100,0,0,0,0,0,0,24536
"7570",68.49,29.14,0.38,0.63,0,0,1.35,24538
"7571",40.98,59.02,0,0,0,0,0,24539
"7572",56.94,39.35,0,0.77,0.03,1.03,1.88,24540
"7573",55.88,39.28,0.15,1.24,0,1.69,1.77,24541
"7574",88.85,10.47,0,0,0,0.68,0,24549
"7575",86.7,11.13,0,0.22,0,0,1.95,24550
"7576",90.25,5.82,0.19,2.49,0,0,1.25,24551
"7577",88.88,11.12,0,0,0,0,0,24553
"7578",82.71,13.01,0,0,0,2.31,1.98,24554
"7579",87.31,7.54,0,1.24,0,2.87,1.04,24555
"7580",92.26,6.48,0,0,0,0,1.26,24556
"7581",72.92,25.31,0.3,0.74,0,0.03,0.71,24557
"7582",62.94,35.68,0.12,0.67,0,0.37,0.22,24558
"7583",88.41,11.59,0,0,0,0,0,24562
"7584",82.81,16.34,0,0,0,0,0.84,24563
"7585",50.04,42.78,0,0,0,4.96,2.21,24565
"7586",72.32,24.45,0,0,0.84,0.32,2.07,24566
"7587",59.5,36.81,0,0,0,0,3.69,24569
"7588",NA,NA,NA,NA,NA,NA,NA,24570
"7589",90.06,6.26,0,0,0,0,3.68,24571
"7590",72.26,22.29,1.27,0.93,0.09,0.38,2.78,24572
"7591",84.17,11.56,2.48,0.57,0,0.05,1.16,24574
"7592",59.98,38.73,0,0,0,0,1.29,24577
"7593",89.38,2.08,0,0,0,0,8.55,24578
"7594",92.73,5.53,0,0,0,0,1.74,24579
"7595",94.25,3.83,0,0,0,0,1.92,24580
"7596",NA,NA,NA,NA,NA,NA,NA,24581
"7597",83.06,12.51,0,0,0,1.38,3.06,24586
"7598",84.38,13.02,0.5,0.07,0,0.01,2.01,24588
"7599",57.41,39.62,0,0.4,0,2.31,0.27,24589
"7600",88.57,9.28,0.03,1.4,0,0.56,0.17,24590
"7601",55.98,40.29,0.28,0.7,0.06,2.3,0.39,24592
"7602",78.46,21.54,0,0,0,0,0,24593
"7603",69.47,30.53,0,0,0,0,0,24594
"7604",89.26,3.21,0,5.16,0,0,2.37,24595
"7605",88.7,10.45,0,0,0,0,0.85,24597
"7606",70.23,27.82,1.05,0,0,0,0.9,24598
"7607",72.59,23.35,0,0,0,0,4.06,24599
"7608",100,0,0,0,0,0,0,24601
"7609",97.53,0,0,0,0,0,2.47,24602
"7610",100,0,0,0,0,0,0,24603
"7611",97.67,2.33,0,0,0,0,0,24604
"7612",93.65,3.79,0.07,0.33,0,0,2.16,24605
"7613",100,0,0,0,0,0,0,24606
"7614",100,0,0,0,0,0,0,24607
"7615",99.09,0.43,0,0,0,0,0.48,24609
"7616",100,0,0,0,0,0,0,24612
"7617",95.31,0,0,0,0,0,4.69,24613
"7618",94.89,2.23,0,1.88,0,0.45,0.55,24614
"7619",100,0,0,0,0,0,0,24620
"7620",100,0,0,0,0,0,0,24622
"7621",100,0,0,0,0,0,0,24628
"7622",93.37,2.99,0,0,0,0,3.64,24630
"7623",89.12,8.44,0.24,0.43,0,0,1.77,24631
"7624",100,0,0,0,0,0,0,24634
"7625",76.98,19.98,0,0,0,1.61,1.43,24635
"7626",98.06,1.33,0,0,0,0,0.61,24637
"7627",94.54,4.07,0,0,0,0,1.39,24639
"7628",96.92,0.23,0,1.69,0,0,1.15,24641
"7629",100,0,0,0,0,0,0,24646
"7630",99.74,0,0.26,0,0,0,0,24649
"7631",92.28,4.68,0,0.6,0,0.58,1.86,24651
"7632",98.13,0,0,0.88,0,1,0,24656
"7633",100,0,0,0,0,0,0,24657
"7634",85.13,12.46,0.07,0.61,0,0.07,1.66,24701
"7635",94.36,2.66,0,0.94,0,0.26,1.78,24712
"7636",100,0,0,0,0,0,0,24714
"7637",95.8,4.2,0,0,0,0,0,24715
"7638",69.06,30.94,0,0,0,0,0,24716
"7639",100,0,0,0,0,0,0,24719
"7640",81.03,18.97,0,0,0,0,0,24724
"7641",100,0,0,0,0,0,0,24726
"7642",100,0,0,0,0,0,0,24729
"7643",100,0,0,0,0,0,0,24731
"7644",98.91,0,0,0,0,0,1.09,24733
"7645",88.77,2.6,7.45,0,0,0,1.18,24736
"7646",100,0,0,0,0,0,0,24737
"7647",100,0,0,0,0,0,0,24738
"7648",94.32,2.6,0.34,0.64,0,0.34,1.77,24740
"7649",99.07,0.27,0,0,0,0,0.66,24747
"7650",78.96,19.24,0.04,0.11,0,0.34,1.3,24801
"7651",95.34,4.66,0,0,0,0,0,24808
"7652",100,0,0,0,0,0,0,24811
"7653",100,0,0,0,0,0,0,24813
"7654",100,0,0,0,0,0,0,24815
"7655",100,0,0,0,0,0,0,24816
"7656",99.17,0,0,0.83,0,0,0,24817
"7657",100,0,0,0,0,0,0,24818
"7658",100,0,0,0,0,0,0,24822
"7659",100,0,0,0,0,0,0,24823
"7660",100,0,0,0,0,0,0,24826
"7661",98.81,0,0,0,0,0,1.19,24827
"7662",100,0,0,0,0,0,0,24828
"7663",98.97,1.03,0,0,0,0,0,24830
"7664",82.93,17.07,0,0,0,0,0,24831
"7665",100,0,0,0,0,0,0,24834
"7666",61.03,38.6,0,0,0,0,0.37,24836
"7667",100,0,0,0,0,0,0,24839
"7668",100,0,0,0,0,0,0,24843
"7669",98.8,0.11,0,0,0,0,1.09,24844
"7670",100,0,0,0,0,0,0,24845
"7671",100,0,0,0,0,0,0,24846
"7672",100,0,0,0,0,0,0,24847
"7673",93.37,6.63,0,0,0,0,0,24848
"7674",100,0,0,0,0,0,0,24849
"7675",99.88,0,0,0,0,0,0.12,24850
"7676",100,0,0,0,0,0,0,24851
"7677",73.05,26.13,0,0,0,0,0.82,24853
"7678",100,0,0,0,0,0,0,24854
"7679",100,0,0,0,0,0,0,24857
"7680",95.05,0,0,0,0,0,4.95,24860
"7681",57.69,42.31,0,0,0,0,0,24861
"7682",100,0,0,0,0,0,0,24862
"7683",100,0,0,0,0,0,0,24866
"7684",100,0,0,0,0,0,0,24867
"7685",65.07,33.72,0,0,0,0,1.21,24868
"7686",100,0,0,0,0,0,0,24869
"7687",95.93,0,0,0,1.28,1.32,1.47,24870
"7688",100,0,0,0,0,0,0,24871
"7689",100,0,0,0,0,0,0,24872
"7690",100,0,0,0,0,0,0,24873
"7691",99.03,0.84,0,0,0,0,0.13,24874
"7692",100,0,0,0,0,0,0,24878
"7693",100,0,0,0,0,0,0,24879
"7694",100,0,0,0,0,0,0,24880
"7695",100,0,0,0,0,0,0,24881
"7696",100,0,0,0,0,0,0,24882
"7697",100,0,0,0,0,0,0,24884
"7698",11.2,88.8,0,0,0,0,0,24887
"7699",92.98,7.02,0,0,0,0,0,24888
"7700",98.83,1.17,0,0,0,0,0,24892
"7701",100,0,0,0,0,0,0,24894
"7702",100,0,0,0,0,0,0,24898
"7703",94.04,3.2,0.7,0.7,0,0.15,1.21,24901
"7704",90.3,6.64,0.21,0.68,0,0.52,1.66,24910
"7705",99.73,0,0,0,0,0.27,0,24915
"7706",100,0,0,0,0,0,0,24916
"7707",100,0,0,0,0,0,0,24918
"7708",99.25,0.5,0,0,0,0,0.25,24920
"7709",100,0,0,0,0,0,0,24924
"7710",79.11,0,0,0,0,0,20.89,24925
"7711",97.27,0,0,0,0,0,2.73,24927
"7712",100,0,0,0,0,0,0,24931
"7713",100,0,0,0,0,0,0,24934
"7714",100,0,0,0,0,0,0,24935
"7715",90.42,0,0,0,0,5.11,4.47,24938
"7716",97.24,0.07,0,0,0,0,2.69,24941
"7717",100,0,0,0,0,0,0,24944
"7718",100,0,0,0,0,0,0,24945
"7719",95.87,1.95,0.57,0,0,0,1.6,24946
"7720",99.93,0.07,0,0,0,0,0,24951
"7721",96.63,0.35,0,0,0,0,3.02,24954
"7722",67.65,0,0,0,0,0,32.35,24957
"7723",91.94,8.06,0,0,0,0,0,24962
"7724",100,0,0,0,0,0,0,24963
"7725",99.5,0.1,0,0,0,0,0.4,24966
"7726",93.78,2.65,0,0,0,0.06,3.52,24970
"7727",100,0,0,0,0,0,0,24974
"7728",93.37,2.64,0,0,0,0,4,24976
"7729",94.89,0,0,0,0,0,5.11,24977
"7730",95.75,4.25,0,0,0,0,0,24981
"7731",95.28,1.92,1.16,0,0,0,1.63,24983
"7732",100,0,0,0,0,0,0,24984
"7733",92.61,5.71,0,0.53,0.11,0,1.04,24986
"7734",100,0,0,0,0,0,0,24991
"7735",100,0,0,0,0,0,0,25002
"7736",98.19,0.62,0,0.82,0,0,0.37,25003
"7737",100,0,0,0,0,0,0,25005
"7738",100,0,0,0,0,0,0,25007
"7739",100,0,0,0,0,0,0,25008
"7740",100,0,0,0,0,0,0,25009
"7741",92.32,0,1.02,0,0,0,6.65,25011
"7742",90.27,0.34,0.25,0.07,0,0.23,8.84,25015
"7743",95.2,0,0,0,0,0.63,4.18,25019
"7744",97.97,0,0,0,0,0,2.03,25021
"7745",100,0,0,0,0,0,0,25022
"7746",100,0,0,0,0,0,0,25024
"7747",81.76,0,0,0,0,0,18.24,25025
"7748",100,0,0,0,0,0,0,25028
"7749",100,0,0,0,0,0,0,25030
"7750",96.24,3.12,0,0,0,0,0.64,25031
"7751",99.89,0,0,0,0,0,0.11,25033
"7752",82.79,2.29,0,0,0,0,14.92,25035
"7753",89.14,8.42,0.34,0,0,0,2.1,25036
"7754",71.23,0.43,0,0,0,0,28.34,25039
"7755",98.32,0,1.68,0,0,0,0,25040
"7756",98.84,0.12,0.58,0,0,0.17,0.29,25043
"7757",100,0,0,0,0,0,0,25044
"7758",91.9,0,0,0,0,0,8.1,25045
"7759",100,0,0,0,0,0,0,25047
"7760",100,0,0,0,0,0,0,25048
"7761",100,0,0,0,0,0,0,25049
"7762",100,0,0,0,0,0,0,25051
"7763",98.81,0.32,0,0.05,0,0.48,0.34,25053
"7764",100,0,0,0,0,0,0,25054
"7765",85.32,14.68,0,0,0,0,0,25057
"7766",100,0,0,0,0,0,0,25059
"7767",100,0,0,0,0,0,0,25060
"7768",100,0,0,0,0,0,0,25061
"7769",100,0,0,0,0,0,0,25062
"7770",99.43,0,0.57,0,0,0,0,25063
"7771",83.44,11.7,0.22,1.16,0,0.07,3.41,25064
"7772",88.77,0,0,0.26,0,0,10.96,25067
"7773",98.74,0,0,0.15,0,0,1.11,25070
"7774",91.93,0.11,0.07,0.26,0,0,7.63,25071
"7775",68.71,0,0,17.35,0,0,13.95,25075
"7776",100,0,0,0,0,0,0,25076
"7777",100,0,0,0,0,0,0,25081
"7778",100,0,0,0,0,0,0,25082
"7779",80.03,0,0,0,0,0,19.97,25083
"7780",98.43,0.84,0,0,0,0,0.73,25085
"7781",88.35,0.46,0,0,0,0,11.19,25086
"7782",76.53,23.47,0,0,0,0,0,25088
"7783",100,0,0,0,0,0,0,25090
"7784",100,0,0,0,0,0,0,25093
"7785",74.43,1.15,0,0,0,0,24.43,25102
"7786",88.32,0,0,0,0,0,11.68,25103
"7787",96.8,0,0,0,0,0,3.2,25106
"7788",100,0,0,0,0,0,0,25107
"7789",92.56,0,0,0,0,0,7.44,25108
"7790",100,0,0,0,0,0,0,25109
"7791",79.1,0,0,0,0,0,20.9,25110
"7792",100,0,0,0,0,0,0,25111
"7793",32.58,48.31,0,6.74,0,0,12.36,25112
"7794",91.43,0,0.97,0,0,0,7.61,25113
"7795",100,0,0,0,0,0,0,25114
"7796",100,0,0,0,0,0,0,25115
"7797",90.12,9.88,0,0,0,0,0,25118
"7798",92.98,7.02,0,0,0,0,0,25119
"7799",94.99,5.01,0,0,0,0,0,25121
"7800",96.86,0,0,0,0,0,3.14,25123
"7801",100,0,0,0,0,0,0,25124
"7802",98.29,0,0,0,0,0,1.71,25125
"7803",0,50,0,0,0,0,50,25126
"7804",92.99,4.76,0,0,0,0,2.25,25130
"7805",95.54,0,0,0,0,0,4.46,25132
"7806",98.83,0,0,0,0,0,1.17,25133
"7807",82.58,0,4.5,0,0,0,12.92,25134
"7808",76.38,11.22,1.27,0.83,0,1.71,8.59,25136
"7809",97.18,0,0,0,0,0,2.82,25139
"7810",100,0,0,0,0,0,0,25140
"7811",100,0,0,0,0,0,0,25141
"7812",100,0,0,0,0,0,0,25142
"7813",98.03,0.13,0,0.11,0,0,1.73,25143
"7814",100,0,0,0,0,0,0,25148
"7815",100,0,0,0,0,0,0,25149
"7816",95.77,1.63,0,0,0,0,2.61,25152
"7817",100,0,0,0,0,0,0,25154
"7818",0,12.75,0,0,0,0,87.25,25156
"7819",99.76,0.16,0,0.07,0,0,0,25159
"7820",55.27,0,0,0,0,0,44.73,25160
"7821",100,0,0,0,0,0,0,25161
"7822",93.99,1,0.4,0,0,0,4.61,25162
"7823",100,0,0,0,0,0,0,25164
"7824",100,0,0,0,0,0,0,25165
"7825",98.72,0,0,1.28,0,0,0,25168
"7826",100,0,0,0,0,0,0,25169
"7827",89.41,10.59,0,0,0,0,0,25173
"7828",100,0,0,0,0,0,0,25174
"7829",95.33,2.43,0.18,0.26,0,0.05,1.76,25177
"7830",100,0,0,0,0,0,0,25180
"7831",98.44,1.56,0,0,0,0,0,25181
"7832",NA,NA,NA,NA,NA,NA,NA,25183
"7833",73.89,23.48,0.61,0,0,2.02,0,25185
"7834",87.07,10.16,1.11,0,0,0,1.66,25186
"7835",100,0,0,0,0,0,0,25187
"7836",99.86,0,0,0,0,0,0.14,25193
"7837",100,0,0,0,0,0,0,25201
"7838",96.48,0,0,0,0,0,3.52,25202
"7839",100,0,0,0,0,0,0,25203
"7840",100,0,0,0,0,0,0,25204
"7841",100,0,0,0,0,0,0,25205
"7842",100,0,0,0,0,0,0,25206
"7843",99.13,0,0,0,0,0,0.87,25208
"7844",100,0,0,0,0,0,0,25209
"7845",100,0,0,0,0,0,0,25211
"7846",96.32,0.12,0.08,0.15,0,0,3.33,25213
"7847",78.21,0,0,0,0,0,21.79,25214
"7848",97.9,0.97,0,0,0,0,1.14,25234
"7849",99.38,0.37,0,0,0,0,0.25,25235
"7850",100,0,0,0,0,0,0,25239
"7851",100,0,0,0,0,0,0,25241
"7852",89.37,0,0,0,0,0,10.63,25243
"7853",92.11,0,0,0,0,0,7.89,25244
"7854",100,0,0,0,0,0,0,25245
"7855",100,0,0,0,0,0,0,25247
"7856",98.53,0,0,0,0,0,1.47,25248
"7857",100,0,0,0,0,0,0,25251
"7858",86.33,4.92,0,0,0,0,8.75,25252
"7859",100,0,0,0,0,0,0,25253
"7860",89.28,0,0,0.77,0,0,9.95,25259
"7861",96.08,0.23,0,0,0,0,3.69,25260
"7862",100,0,0,0,0,0,0,25261
"7863",100,0,0,0,0,0,0,25262
"7864",100,0,0,0,0,0,0,25264
"7865",97.68,0.63,0,0,0,0,1.69,25265
"7866",92.4,0,0,0,0,0,7.6,25266
"7867",100,0,0,0,0,0,0,25267
"7868",96.52,0,0.87,0,0,0,2.61,25268
"7869",98.26,0,0,0.73,0.09,0,0.92,25270
"7870",96.59,1.86,0,0,0,0,1.55,25271
"7871",99.81,0,0,0,0,0,0.19,25275
"7872",95.67,0.03,0.41,0,0,0,3.89,25276
"7873",100,0,0,0,0,0,0,25285
"7874",95.22,0,0,0,0,0,4.78,25286
"7875",97.92,0,0,0,0,0,2.08,25287
"7876",71.16,10.36,0.24,2.98,0,1.3,13.96,25301
"7877",84.95,7.4,0.06,0.74,0,0.3,6.56,25302
"7878",91.54,4.56,0,1.24,0,0.08,2.58,25303
"7879",88.81,2.5,0,2.85,0,0.13,5.7,25304
"7880",NA,NA,NA,NA,NA,NA,NA,25305
"7881",86.27,5.46,0.27,0,0,1.33,6.67,25306
"7882",90.25,4.63,0.14,0.46,0,0,4.52,25309
"7883",78.79,9.94,0.08,1.22,0,0.2,9.76,25311
"7884",85.32,5.72,0.39,0.08,0,0,8.49,25312
"7885",93.53,3.15,0.05,2.32,0,0,0.95,25313
"7886",91.16,2.32,0,4.02,0,0.21,2.3,25314
"7887",89.15,1.94,0,0,0,0,8.91,25315
"7888",90.16,0,0.11,0,0,0,9.73,25320
"7889",82.8,12.15,0.26,0.45,0.22,0.48,3.64,25401
"7890",88.12,7.47,0,1.78,0,1.62,1.02,25403
"7891",83.77,8.63,0.14,1.7,0.01,3.32,2.43,25404
"7892",83.45,9.9,0.26,0.85,0.07,0.72,4.75,25405
"7893",96.94,1.26,0.05,0.44,0,0,1.31,25411
"7894",88.96,7.48,0,0.06,0,0.79,2.7,25413
"7895",85.46,8.02,0.05,2.57,0,1.22,2.68,25414
"7896",94.7,3.57,0,0.8,0,0.2,0.73,25419
"7897",98,0.28,0,0,0,0,1.72,25420
"7898",97.65,1.46,0,0.9,0,0,0,25422
"7899",95.1,1.65,0.19,0.3,0,0.09,2.68,25425
"7900",97.1,1.03,0.35,0,0,0.7,0.82,25427
"7901",89.29,6.88,0.05,1.13,0,0.09,2.55,25428
"7902",90.87,3.91,0,1.22,0,0.26,3.74,25430
"7903",100,0,0,0,0,0,0,25431
"7904",100,0,0,0,0,0,0,25432
"7905",99.34,0.43,0,0,0,0,0.23,25434
"7906",100,0,0,0,0,0,0,25437
"7907",73.35,20.54,0,0.38,0,3.96,1.78,25438
"7908",89.79,6.52,0,0.46,0,0,3.23,25442
"7909",89.31,3.79,0.21,3.28,0,0.47,2.94,25443
"7910",100,0,0,0,0,0,0,25444
"7911",99.2,0,0,0,0,0,0.8,25446
"7912",97.62,0,0,0,0,0,2.38,25501
"7913",100,0,0,0,0,0,0,25502
"7914",100,0,0,0,0,0,0,25503
"7915",95,0.69,0.05,1.78,0,0.97,1.51,25504
"7916",100,0,0,0,0,0,0,25505
"7917",98.46,0.85,0,0.12,0,0,0.57,25506
"7918",99.9,0.1,0,0,0,0,0,25507
"7919",99.88,0.01,0,0,0,0.11,0,25508
"7920",98.54,0,0,0.6,0,0,0.86,25510
"7921",98.49,0,0,0,0,0,1.51,25511
"7922",97.52,0,2.48,0,0,0,0,25512
"7923",98.5,0.12,0,0,0,0,1.38,25514
"7924",100,0,0,0,0,0,0,25515
"7925",99.48,0,0,0.52,0,0,0,25517
"7926",100,0,0,0,0,0,0,25520
"7927",98.94,1.06,0,0,0,0,0,25521
"7928",99.45,0,0,0.14,0,0,0.41,25523
"7929",96.37,1.06,0,0.72,0,0,1.85,25524
"7930",96.2,1.32,0.13,1.35,0,0.09,0.92,25526
"7931",99.51,0.49,0,0,0,0,0,25529
"7932",99.22,0,0,0,0,0,0.78,25530
"7933",100,0,0,0,0,0,0,25534
"7934",97.41,0,0,1.76,0,0,0.83,25535
"7935",98,0.24,0,0,0,0,1.77,25537
"7936",100,0,0,0,0,0,0,25540
"7937",98.3,0.17,0.38,0.14,0,0,1.01,25541
"7938",99.21,0.57,0,0,0,0,0.23,25545
"7939",100,0,0,0,0,0,0,25547
"7940",94.94,2,0,0,0,0,3.06,25550
"7941",100,0,0,0,0,0,0,25555
"7942",100,0,0,0,0,0,0,25557
"7943",94.68,0,0,0,0,0,5.32,25559
"7944",94.05,3.4,0,0.27,0,1.11,1.17,25560
"7945",100,0,0,0,0,0,0,25564
"7946",100,0,0,0,0,0,0,25565
"7947",100,0,0,0,0,0,0,25567
"7948",98.56,0,0,0,0,0.29,1.14,25570
"7949",98.65,0,1.05,0,0,0,0.3,25571
"7950",98.76,1.24,0,0,0,0,0,25573
"7951",92.7,2.14,1.18,1.38,0,0.62,1.99,25601
"7952",92.18,6.11,0,0,0,0,1.71,25606
"7953",89.04,6.2,0,0,0,0,4.76,25607
"7954",99.48,0,0,0,0,0,0.52,25608
"7955",100,0,0,0,0,0,0,25611
"7956",98.7,0,0,0,0,1.3,0,25617
"7957",100,0,0,0,0,0,0,25621
"7958",100,0,0,0,0,0,0,25624
"7959",89.14,10.86,0,0,0,0,0,25625
"7960",100,0,0,0,0,0,0,25628
"7961",100,0,0,0,0,0,0,25630
"7962",98.22,0,0,0,0,0,1.78,25632
"7963",100,0,0,0,0,0,0,25634
"7964",91.79,4.31,0,3.41,0,0,0.49,25635
"7965",98.07,1.93,0,0,0,0,0,25637
"7966",88.49,11.51,0,0,0,0,0,25638
"7967",100,0,0,0,0,0,0,25639
"7968",100,0,0,0,0,0,0,25644
"7969",100,0,0,0,0,0,0,25646
"7970",100,0,0,0,0,0,0,25647
"7971",100,0,0,0,0,0,0,25649
"7972",100,0,0,0,0,0,0,25650
"7973",100,0,0,0,0,0,0,25651
"7974",91,9,0,0,0,0,0,25652
"7975",100,0,0,0,0,0,0,25653
"7976",100,0,0,0,0,0,0,25654
"7977",89.88,4.97,0,1.38,0,0.32,3.45,25661
"7978",100,0,0,0,0,0,0,25666
"7979",87.22,0,0,0,0,0,12.78,25669
"7980",99.55,0.17,0.19,0,0,0,0.09,25670
"7981",100,0,0,0,0,0,0,25671
"7982",100,0,0,0,0,0,0,25672
"7983",99.21,0,0,0.79,0,0,0,25674
"7984",100,0,0,0,0,0,0,25676
"7985",95.78,1.57,0.19,0,0,1.89,0.57,25678
"7986",100,0,0,0,0,0,0,25688
"7987",100,0,0,0,0,0,0,25690
"7988",81.2,13.53,0,0,0,0,5.26,25692
"7989",100,0,0,0,0,0,0,25696
"7990",100,0,0,0,0,0,0,25699
"7991",87.1,9.43,0.12,1.08,0.05,0.08,2.16,25701
"7992",91.45,1.87,0,0.41,0,0.15,6.12,25702
"7993",78.69,16.06,0,2.01,0,0,3.24,25703
"7994",95.6,1.23,0.16,0.13,0,0,2.88,25704
"7995",92.51,2.86,0.52,1.42,0,0.07,2.63,25705
"7996",80.36,14.83,0.44,1.64,0.11,0.58,2.03,25801
"7997",100,0,0,0,0,0,0,25810
"7998",100,0,0,0,0,0,0,25811
"7999",99.13,0.87,0,0,0,0,0,25812
"8000",82.28,14.29,0.25,0.16,0,1.58,1.43,25813
"8001",100,0,0,0,0,0,0,25817
"8002",100,0,0,0,0,0,0,25818
"8003",98.45,0,0,0,0,0,1.55,25820
"8004",98.54,0,0,0,1.46,0,0,25823
"8005",96.96,0,0,2.37,0,0,0.67,25825
"8006",100,0,0,0,0,0,0,25826
"8007",99.85,0,0.15,0,0,0,0,25827
"8008",100,0,0,0,0,0,0,25831
"8009",98.4,0.46,0,0.8,0,0,0.35,25832
"8010",100,0,0,0,0,0,0,25836
"8011",100,0,0,0,0,0,0,25837
"8012",100,0,0,0,0,0,0,25839
"8013",95.11,2.98,0.39,0.3,0,0,1.22,25840
"8014",89.87,7.28,0,0,0,2.85,0,25841
"8015",95.7,0,4.3,0,0,0,0,25843
"8016",98.61,0,0,1.39,0,0,0,25844
"8017",100,0,0,0,0,0,0,25845
"8018",60.99,39.01,0,0,0,0,0,25846
"8019",100,0,0,0,0,0,0,25848
"8020",100,0,0,0,0,0,0,25849
"8021",100,0,0,0,0,0,0,25853
"8022",100,0,0,0,0,0,0,25854
"8023",100,0,0,0,0,0,0,25855
"8024",100,0,0,0,0,0,0,25857
"8025",94.01,0,0,0,0,0,5.99,25862
"8026",100,0,0,0,0,0,0,25864
"8027",91.45,7.68,0,0,0,0,0.88,25865
"8028",100,0,0,0,0,0,0,25868
"8029",100,0,0,0,0,0,0,25870
"8030",80,16.42,0.94,0,0,0,2.64,25871
"8031",100,0,0,0,0,0,0,25873
"8032",100,0,0,0,0,0,0,25875
"8033",64.38,0,35.62,0,0,0,0,25876
"8034",90.48,0,0,9.52,0,0,0,25878
"8035",99.72,0,0.28,0,0,0,0,25879
"8036",92.22,3.79,0,1.83,0.03,0.05,2.08,25880
"8037",95.71,2.48,0,0.15,0,0,1.67,25882
"8038",91.73,6.24,0.07,0.12,0,0.53,1.31,25901
"8039",100,0,0,0,0,0,0,25902
"8040",100,0,0,0,0,0,0,25904
"8041",100,0,0,0,0,0,0,25906
"8042",100,0,0,0,0,0,0,25907
"8043",100,0,0,0,0,0,0,25908
"8044",42.86,57.14,0,0,0,0,0,25911
"8045",100,0,0,0,0,0,0,25913
"8046",93.18,6.82,0,0,0,0,0,25915
"8047",100,0,0,0,0,0,0,25916
"8048",89.56,7.28,0,0.63,0,0,2.52,25917
"8049",97.1,0,0,0,0,2.34,0.56,25918
"8050",100,0,0,0,0,0,0,25920
"8051",98.08,0.96,0,0,0,0,0.96,25921
"8052",100,0,0,0,0,0,0,25922
"8053",100,0,0,0,0,0,0,25928
"8054",100,0,0,0,0,0,0,25932
"8055",100,0,0,0,0,0,0,25936
"8056",99.5,0,0,0,0,0,0.5,25938
"8057",100,0,0,0,0,0,0,25942
"8058",97.86,1.97,0,0,0,0,0.17,25951
"8059",100,0,0,0,0,0,0,25958
"8060",96.44,1.98,0,0,0,0,1.58,25962
"8061",93.94,6.06,0,0,0,0,0,25969
"8062",97.4,0,0,0,0,0,2.6,25971
"8063",100,0,0,0,0,0,0,25972
"8064",99.56,0,0,0,0,0,0.44,25976
"8065",100,0,0,0,0,0,0,25977
"8066",95.79,0,0,0,0,0,4.21,25978
"8067",88.35,0,0,0,11.65,0,0,25979
"8068",98.73,1.18,0,0,0,0,0.09,25981
"8069",94.89,2.34,0,0,0,0.13,2.64,25984
"8070",100,0,0,0,0,0,0,25985
"8071",100,0,0,0,0,0,0,25989
"8072",93.63,3.51,0.15,0.95,0,0.23,1.52,26003
